wkurz;beznr;bezname;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;sprengelanzahl
GRGRAZ08;1600;Straßgang;BZÖ;BZÖ Wir säubern Graz;6;5703;84;5619;312;14
GRGRAZ08;1600;Straßgang;;Wegscheidler;7;5703;84;5619;10;14
GRGRAZ08;1600;Straßgang;ÖABP;Österreichische Autofahrer- und Bürgerinteressen Partei;8;5703;84;5619;26;14
GRGRAZ08;1600;Straßgang;SALZ;Namensliste Peter PAILER;9;5703;84;5619;15;14
GRGRAZ08;1600;Straßgang;ZPA;Zentrumpartei Austria;10;5703;84;5619;5;14
GRGRAZ08;1700;Puntigam;SPÖ;Sozialdemokratische Partei Österreichs;1;2690;49;2641;636;7
GRGRAZ08;1700;Puntigam;ÖVP;Österreichische Volkspartei;2;2690;49;2641;912;7
GRGRAZ08;1700;Puntigam;KPÖ;Kommunistische Partei Österreichs;3;2690;49;2641;234;7
GRGRAZ08;1700;Puntigam;GRÜNE;Die Grünen - Die Grüne Alternative;4;2690;49;2641;201;7
GRGRAZ08;1700;Puntigam;FPÖ;Freiheitliche Partei Österreichs;5;2690;49;2641;451;7
GRGRAZ08;1700;Puntigam;BZÖ;BZÖ Wir säubern Graz;6;2690;49;2641;184;7
GRGRAZ08;1700;Puntigam;;Wegscheidler;7;2690;49;2641;3;7
GRGRAZ08;1700;Puntigam;ÖABP;Österreichische Autofahrer- und Bürgerinteressen Partei;8;2690;49;2641;11;7
GRGRAZ08;1700;Puntigam;SALZ;Namensliste Peter PAILER;9;2690;49;2641;2;7
GRGRAZ08;1700;Puntigam;ZPA;Zentrumpartei Austria;10;2690;49;2641;7;7
