Stichtag,Bezirkszahl,Bezirksname,Geschlecht,Anzahl
2009-05-01 00:00:00.000,12,Andritz,W,9949
2009-05-01 00:00:00.000,13,Gösting,M,5359
2009-05-01 00:00:00.000,13,Gösting,W,5666
2009-05-01 00:00:00.000,14,Eggenberg,M,9631
2009-05-01 00:00:00.000,14,Eggenberg,W,10623
2009-05-01 00:00:00.000,15,Wetzelsdorf,M,7025
2009-05-01 00:00:00.000,15,Wetzelsdorf,W,8028
2009-05-01 00:00:00.000,16,Straßgang,M,6990
2009-05-01 00:00:00.000,16,Straßgang,W,7420
2009-05-01 00:00:00.000,17,Puntigam,M,4040
2009-05-01 00:00:00.000,17,Puntigam,W,3686
2009-06-01 00:00:00.000,1,Innere Stadt,M,2173
2009-06-01 00:00:00.000,1,Innere Stadt,W,2041
2009-06-01 00:00:00.000,2,St.Leonhard,M,8473
2009-06-01 00:00:00.000,2,St.Leonhard,W,9050
2009-06-01 00:00:00.000,3,Geidorf,M,12972
2009-06-01 00:00:00.000,3,Geidorf,W,15087
2009-06-01 00:00:00.000,4,Lend,M,14928
2009-06-01 00:00:00.000,4,Lend,W,15760
2009-06-01 00:00:00.000,5,Gries,M,14641
2009-06-01 00:00:00.000,5,Gries,W,13885
2009-06-01 00:00:00.000,6,Jakomini,M,17701
2009-06-01 00:00:00.000,6,Jakomini,W,17329
2009-06-01 00:00:00.000,7,Liebenau,M,6620
2009-06-01 00:00:00.000,7,Liebenau,W,7034
2009-06-01 00:00:00.000,8,St.Peter,M,7334
2009-06-01 00:00:00.000,8,St.Peter,W,7998
2009-06-01 00:00:00.000,9,Waltendorf,M,6284
2009-06-01 00:00:00.000,9,Waltendorf,W,6792
2009-06-01 00:00:00.000,10,Ries,M,2876
2009-06-01 00:00:00.000,10,Ries,W,3587
2009-06-01 00:00:00.000,11,Mariatrost,M,4835
2009-06-01 00:00:00.000,11,Mariatrost,W,5314
2009-06-01 00:00:00.000,12,Andritz,M,9224
2009-06-01 00:00:00.000,12,Andritz,W,9926
2009-06-01 00:00:00.000,13,Gösting,M,5346
2009-06-01 00:00:00.000,13,Gösting,W,5653
2009-06-01 00:00:00.000,14,Eggenberg,M,9635
2009-06-01 00:00:00.000,14,Eggenberg,W,10638
2009-06-01 00:00:00.000,15,Wetzelsdorf,M,7022
2009-06-01 00:00:00.000,15,Wetzelsdorf,W,8039
2009-06-01 00:00:00.000,16,Straßgang,M,7008
2009-06-01 00:00:00.000,16,Straßgang,W,7406
2009-06-01 00:00:00.000,17,Puntigam,M,4036
2009-06-01 00:00:00.000,17,Puntigam,W,3665
2009-07-01 00:00:00.000,1,Innere Stadt,M,2159
2009-07-01 00:00:00.000,1,Innere Stadt,W,2021
2009-07-01 00:00:00.000,2,St.Leonhard,M,8458
2009-07-01 00:00:00.000,2,St.Leonhard,W,9042
2009-07-01 00:00:00.000,3,Geidorf,M,12911
2009-07-01 00:00:00.000,3,Geidorf,W,15025
2009-07-01 00:00:00.000,4,Lend,M,14928
2009-07-01 00:00:00.000,4,Lend,W,15688
2009-07-01 00:00:00.000,5,Gries,M,14654
2009-07-01 00:00:00.000,5,Gries,W,13873
2009-07-01 00:00:00.000,6,Jakomini,M,17643
2009-07-01 00:00:00.000,6,Jakomini,W,17270
2009-07-01 00:00:00.000,7,Liebenau,M,6622
2009-07-01 00:00:00.000,7,Liebenau,W,7030
2009-07-01 00:00:00.000,8,St.Peter,M,7329
2009-07-01 00:00:00.000,8,St.Peter,W,7993
2009-07-01 00:00:00.000,9,Waltendorf,M,6278
2009-07-01 00:00:00.000,9,Waltendorf,W,6793
2009-07-01 00:00:00.000,10,Ries,M,2881
2009-07-01 00:00:00.000,10,Ries,W,3579
2009-07-01 00:00:00.000,11,Mariatrost,M,4838
2009-07-01 00:00:00.000,11,Mariatrost,W,5299
2009-07-01 00:00:00.000,12,Andritz,M,9250
2009-07-01 00:00:00.000,12,Andritz,W,9950
2009-07-01 00:00:00.000,13,Gösting,M,5360
2009-07-01 00:00:00.000,13,Gösting,W,5657
2009-07-01 00:00:00.000,14,Eggenberg,M,9650
2009-07-01 00:00:00.000,14,Eggenberg,W,10644
2009-07-01 00:00:00.000,15,Wetzelsdorf,M,7008
2009-07-01 00:00:00.000,15,Wetzelsdorf,W,8030
2009-07-01 00:00:00.000,16,Straßgang,M,7045
2009-07-01 00:00:00.000,16,Straßgang,W,7445
2009-07-01 00:00:00.000,17,Puntigam,M,4044
2009-07-01 00:00:00.000,17,Puntigam,W,3665
2009-08-01 00:00:00.000,1,Innere Stadt,M,2155
2009-08-01 00:00:00.000,1,Innere Stadt,W,2006
2009-08-01 00:00:00.000,2,St.Leonhard,M,8458
2009-08-01 00:00:00.000,2,St.Leonhard,W,9007
2009-08-01 00:00:00.000,3,Geidorf,M,12843
2009-08-01 00:00:00.000,3,Geidorf,W,14954
2009-08-01 00:00:00.000,4,Lend,M,14895
2009-08-01 00:00:00.000,4,Lend,W,15634
2009-08-01 00:00:00.000,5,Gries,M,14589
2009-08-01 00:00:00.000,5,Gries,W,13856
2009-08-01 00:00:00.000,6,Jakomini,M,17617
2009-08-01 00:00:00.000,6,Jakomini,W,17215
2009-08-01 00:00:00.000,7,Liebenau,M,6616
2009-08-01 00:00:00.000,7,Liebenau,W,7019
2009-08-01 00:00:00.000,8,St.Peter,M,7331
2009-08-01 00:00:00.000,8,St.Peter,W,7991
2009-08-01 00:00:00.000,9,Waltendorf,M,6273
2009-08-01 00:00:00.000,9,Waltendorf,W,6797
2009-08-01 00:00:00.000,10,Ries,M,2871
2009-08-01 00:00:00.000,10,Ries,W,3563
2009-08-01 00:00:00.000,11,Mariatrost,M,4850
2009-08-01 00:00:00.000,11,Mariatrost,W,5290
2009-08-01 00:00:00.000,12,Andritz,M,9259
2009-08-01 00:00:00.000,12,Andritz,W,9944
2009-08-01 00:00:00.000,13,Gösting,M,5391
2009-08-01 00:00:00.000,13,Gösting,W,5707
2009-08-01 00:00:00.000,14,Eggenberg,M,9664
2009-08-01 00:00:00.000,14,Eggenberg,W,10633
2009-08-01 00:00:00.000,15,Wetzelsdorf,M,7016
2009-08-01 00:00:00.000,15,Wetzelsdorf,W,8048
2009-08-01 00:00:00.000,16,Straßgang,M,7036
2009-08-01 00:00:00.000,16,Straßgang,W,7447
2009-08-01 00:00:00.000,17,Puntigam,M,4047
2009-08-01 00:00:00.000,17,Puntigam,W,3666
2009-09-01 00:00:00.000,1,Innere Stadt,M,2149
2009-09-01 00:00:00.000,1,Innere Stadt,W,2005
2009-09-01 00:00:00.000,2,St.Leonhard,M,8427
2009-09-01 00:00:00.000,2,St.Leonhard,W,9022
2009-09-01 00:00:00.000,3,Geidorf,M,12806
2009-09-01 00:00:00.000,3,Geidorf,W,14870
2009-09-01 00:00:00.000,4,Lend,M,14888
2009-09-01 00:00:00.000,4,Lend,W,15601
2009-09-01 00:00:00.000,5,Gries,M,14651
2009-09-01 00:00:00.000,5,Gries,W,13847
2009-09-01 00:00:00.000,6,Jakomini,M,17607
2009-09-01 00:00:00.000,6,Jakomini,W,17204
2009-09-01 00:00:00.000,7,Liebenau,M,6633
2009-09-01 00:00:00.000,7,Liebenau,W,7040
2009-09-01 00:00:00.000,8,St.Peter,M,7363
2009-09-01 00:00:00.000,8,St.Peter,W,8030
2009-09-01 00:00:00.000,9,Waltendorf,M,6265
2009-09-01 00:00:00.000,9,Waltendorf,W,6785
2009-09-01 00:00:00.000,10,Ries,M,2874
2009-09-01 00:00:00.000,10,Ries,W,3570
2009-09-01 00:00:00.000,11,Mariatrost,M,4853
2009-09-01 00:00:00.000,11,Mariatrost,W,5281
2009-09-01 00:00:00.000,12,Andritz,M,9245
2009-09-01 00:00:00.000,12,Andritz,W,9942
2009-09-01 00:00:00.000,13,Gösting,M,5422
2009-09-01 00:00:00.000,13,Gösting,W,5740
2009-09-01 00:00:00.000,14,Eggenberg,M,9689
2009-09-01 00:00:00.000,14,Eggenberg,W,10650
2009-09-01 00:00:00.000,15,Wetzelsdorf,M,7011
2009-09-01 00:00:00.000,15,Wetzelsdorf,W,8064
2009-09-01 00:00:00.000,16,Straßgang,M,7039
2009-09-01 00:00:00.000,16,Straßgang,W,7440
2009-09-01 00:00:00.000,17,Puntigam,M,4057
2009-09-01 00:00:00.000,17,Puntigam,W,3668
2009-10-01 00:00:00.000,1,Innere Stadt,M,2187
2009-10-01 00:00:00.000,1,Innere Stadt,W,2012
2009-10-01 00:00:00.000,2,St.Leonhard,M,8483
2009-10-01 00:00:00.000,2,St.Leonhard,W,9094
2009-10-01 00:00:00.000,3,Geidorf,M,12947
2009-10-01 00:00:00.000,3,Geidorf,W,15127
2009-10-01 00:00:00.000,4,Lend,M,15066
2009-10-01 00:00:00.000,4,Lend,W,15815
2009-10-01 00:00:00.000,5,Gries,M,14709
2009-10-01 00:00:00.000,5,Gries,W,13876
2009-10-01 00:00:00.000,6,Jakomini,M,17763
2009-10-01 00:00:00.000,6,Jakomini,W,17435
2009-10-01 00:00:00.000,7,Liebenau,M,6653
2009-10-01 00:00:00.000,7,Liebenau,W,7090
2009-10-01 00:00:00.000,8,St.Peter,M,7372
2009-10-01 00:00:00.000,8,St.Peter,W,8053
2009-10-01 00:00:00.000,9,Waltendorf,M,6282
2009-10-01 00:00:00.000,9,Waltendorf,W,6809
2009-10-01 00:00:00.000,10,Ries,M,2893
2009-10-01 00:00:00.000,10,Ries,W,3574
2009-10-01 00:00:00.000,11,Mariatrost,M,4886
2009-10-01 00:00:00.000,11,Mariatrost,W,5314
2009-10-01 00:00:00.000,12,Andritz,M,9266
2009-10-01 00:00:00.000,12,Andritz,W,9969
2009-10-01 00:00:00.000,13,Gösting,M,5444
2009-10-01 00:00:00.000,13,Gösting,W,5739
2009-10-01 00:00:00.000,14,Eggenberg,M,9720
2009-10-01 00:00:00.000,14,Eggenberg,W,10711
2009-10-01 00:00:00.000,15,Wetzelsdorf,M,7002
2009-10-01 00:00:00.000,15,Wetzelsdorf,W,8070
2009-10-01 00:00:00.000,16,Straßgang,M,7061
2009-10-01 00:00:00.000,16,Straßgang,W,7447
2009-10-01 00:00:00.000,17,Puntigam,M,4051
2009-10-01 00:00:00.000,17,Puntigam,W,3674
2009-11-01 00:00:00.000,1,Innere Stadt,M,2191
2009-11-01 00:00:00.000,1,Innere Stadt,W,2017
2009-11-01 00:00:00.000,2,St.Leonhard,M,8614
2009-11-01 00:00:00.000,2,St.Leonhard,W,9187
2009-11-01 00:00:00.000,3,Geidorf,M,13058
2009-11-01 00:00:00.000,3,Geidorf,W,15303
2009-11-01 00:00:00.000,4,Lend,M,15122
2009-11-01 00:00:00.000,4,Lend,W,15927
2009-11-01 00:00:00.000,5,Gries,M,14775
2009-11-01 00:00:00.000,5,Gries,W,13951
2009-11-01 00:00:00.000,6,Jakomini,M,17916
2009-11-01 00:00:00.000,6,Jakomini,W,17526
2009-11-01 00:00:00.000,7,Liebenau,M,6667
2009-11-01 00:00:00.000,7,Liebenau,W,7084
2009-11-01 00:00:00.000,8,St.Peter,M,7381
2009-11-01 00:00:00.000,8,St.Peter,W,8064
2009-11-01 00:00:00.000,9,Waltendorf,M,6314
2009-11-01 00:00:00.000,9,Waltendorf,W,6829
2009-11-01 00:00:00.000,10,Ries,M,2904
2009-11-01 00:00:00.000,10,Ries,W,3619
2009-11-01 00:00:00.000,11,Mariatrost,M,4914
2009-11-01 00:00:00.000,11,Mariatrost,W,5350
2009-11-01 00:00:00.000,12,Andritz,M,9296
2009-11-01 00:00:00.000,12,Andritz,W,10009
2009-11-01 00:00:00.000,13,Gösting,M,5431
2009-11-01 00:00:00.000,13,Gösting,W,5715
2009-11-01 00:00:00.000,14,Eggenberg,M,9743
2009-11-01 00:00:00.000,14,Eggenberg,W,10742
2009-11-01 00:00:00.000,15,Wetzelsdorf,M,7021
2009-11-01 00:00:00.000,15,Wetzelsdorf,W,8077
2009-11-01 00:00:00.000,16,Straßgang,M,7101
2009-11-01 00:00:00.000,16,Straßgang,W,7480
2009-11-01 00:00:00.000,17,Puntigam,M,4060
2009-11-01 00:00:00.000,17,Puntigam,W,3678
2009-12-01 00:00:00.000,1,Innere Stadt,M,2194
2009-12-01 00:00:00.000,1,Innere Stadt,W,2019
2009-12-01 00:00:00.000,2,St.Leonhard,M,8622
2009-12-01 00:00:00.000,2,St.Leonhard,W,9196
2009-12-01 00:00:00.000,3,Geidorf,M,13037
2009-12-01 00:00:00.000,3,Geidorf,W,15309
2009-12-01 00:00:00.000,4,Lend,M,15105
2009-12-01 00:00:00.000,4,Lend,W,15936
2009-12-01 00:00:00.000,5,Gries,M,14843
2009-12-01 00:00:00.000,5,Gries,W,13947
2009-12-01 00:00:00.000,6,Jakomini,M,17847
2009-12-01 00:00:00.000,6,Jakomini,W,17521
2009-12-01 00:00:00.000,7,Liebenau,M,6669
2009-12-01 00:00:00.000,7,Liebenau,W,7107
2009-12-01 00:00:00.000,8,St.Peter,M,7380
2009-12-01 00:00:00.000,8,St.Peter,W,8061
2009-12-01 00:00:00.000,9,Waltendorf,M,6331
2009-12-01 00:00:00.000,9,Waltendorf,W,6822
2009-12-01 00:00:00.000,10,Ries,M,2909
2009-12-01 00:00:00.000,10,Ries,W,3625
2009-12-01 00:00:00.000,11,Mariatrost,M,4897
2009-12-01 00:00:00.000,11,Mariatrost,W,5345
2009-12-01 00:00:00.000,12,Andritz,M,9280
2009-12-01 00:00:00.000,12,Andritz,W,10009
2009-12-01 00:00:00.000,13,Gösting,M,5441
2009-12-01 00:00:00.000,13,Gösting,W,5746
2009-12-01 00:00:00.000,14,Eggenberg,M,9773
2009-12-01 00:00:00.000,14,Eggenberg,W,10781
2009-12-01 00:00:00.000,15,Wetzelsdorf,M,7019
2009-12-01 00:00:00.000,15,Wetzelsdorf,W,8076
2009-12-01 00:00:00.000,16,Straßgang,M,7100
2009-12-01 00:00:00.000,16,Straßgang,W,7497
2009-12-01 00:00:00.000,17,Puntigam,M,4068
2009-12-01 00:00:00.000,17,Puntigam,W,3679
2010-01-01 00:00:00.000,1,Innere Stadt,M,2189
2010-01-01 00:00:00.000,1,Innere Stadt,W,2016
2010-01-01 00:00:00.000,2,St.Leonhard,M,8568
2010-01-01 00:00:00.000,2,St.Leonhard,W,9164
2010-01-01 00:00:00.000,3,Geidorf,M,12973
2010-01-01 00:00:00.000,3,Geidorf,W,15232
2010-01-01 00:00:00.000,4,Lend,M,15075
2010-01-01 00:00:00.000,4,Lend,W,15878
2010-01-01 00:00:00.000,5,Gries,M,14811
2010-01-01 00:00:00.000,5,Gries,W,13874
2010-01-01 00:00:00.000,6,Jakomini,M,17749
2010-01-01 00:00:00.000,6,Jakomini,W,17498
2010-01-01 00:00:00.000,7,Liebenau,M,6666
2010-01-01 00:00:00.000,7,Liebenau,W,7120
2010-01-01 00:00:00.000,8,St.Peter,M,7362
2010-01-01 00:00:00.000,8,St.Peter,W,8029
2010-01-01 00:00:00.000,9,Waltendorf,M,6306
2010-01-01 00:00:00.000,9,Waltendorf,W,6810
2010-01-01 00:00:00.000,10,Ries,M,2909
2010-01-01 00:00:00.000,10,Ries,W,3630
2010-01-01 00:00:00.000,11,Mariatrost,M,4885
2010-01-01 00:00:00.000,11,Mariatrost,W,5323
2010-01-01 00:00:00.000,12,Andritz,M,9264
2010-01-01 00:00:00.000,12,Andritz,W,10007
2010-01-01 00:00:00.000,13,Gösting,M,5414
2010-01-01 00:00:00.000,13,Gösting,W,5733
2010-01-01 00:00:00.000,14,Eggenberg,M,9778
2010-01-01 00:00:00.000,14,Eggenberg,W,10772
2010-01-01 00:00:00.000,15,Wetzelsdorf,M,7007
2010-01-01 00:00:00.000,15,Wetzelsdorf,W,8053
2010-01-01 00:00:00.000,16,Straßgang,M,7106
2010-01-01 00:00:00.000,16,Straßgang,W,7498
2010-01-01 00:00:00.000,17,Puntigam,M,4063
2010-01-01 00:00:00.000,17,Puntigam,W,3680
2010-02-01 00:00:00.000,1,Innere Stadt,M,2187
2010-02-01 00:00:00.000,1,Innere Stadt,W,2016
2010-02-01 00:00:00.000,2,St.Leonhard,M,8546
2010-02-01 00:00:00.000,2,St.Leonhard,W,9132
2010-02-01 00:00:00.000,3,Geidorf,M,12942
2010-02-01 00:00:00.000,3,Geidorf,W,15196
2010-02-01 00:00:00.000,4,Lend,M,15054
2010-02-01 00:00:00.000,4,Lend,W,15813
2010-02-01 00:00:00.000,5,Gries,M,14813
2010-02-01 00:00:00.000,5,Gries,W,13891
2010-02-01 00:00:00.000,6,Jakomini,M,17677
2010-02-01 00:00:00.000,6,Jakomini,W,17430
2010-02-01 00:00:00.000,7,Liebenau,M,6683
2010-02-01 00:00:00.000,7,Liebenau,W,7131
2010-02-01 00:00:00.000,8,St.Peter,M,7363
2010-02-01 00:00:00.000,8,St.Peter,W,8038
2010-02-01 00:00:00.000,9,Waltendorf,M,6308
2010-02-01 00:00:00.000,9,Waltendorf,W,6814
2010-02-01 00:00:00.000,10,Ries,M,2902
2010-02-01 00:00:00.000,10,Ries,W,3624
2010-02-01 00:00:00.000,11,Mariatrost,M,4910
2010-02-01 00:00:00.000,11,Mariatrost,W,5329
2010-02-01 00:00:00.000,12,Andritz,M,9254
2010-02-01 00:00:00.000,12,Andritz,W,9991
2010-02-01 00:00:00.000,13,Gösting,M,5428
2010-02-01 00:00:00.000,13,Gösting,W,5743
2010-02-01 00:00:00.000,14,Eggenberg,M,9777
2010-02-01 00:00:00.000,14,Eggenberg,W,10747
2010-02-01 00:00:00.000,15,Wetzelsdorf,M,7002
2010-02-01 00:00:00.000,15,Wetzelsdorf,W,8052
2010-02-01 00:00:00.000,16,Straßgang,M,7114
2010-02-01 00:00:00.000,16,Straßgang,W,7478
2010-02-01 00:00:00.000,17,Puntigam,M,4050
2010-02-01 00:00:00.000,17,Puntigam,W,3688
2010-03-01 00:00:00.000,1,Innere Stadt,M,2169
2010-03-01 00:00:00.000,1,Innere Stadt,W,2002
2010-03-01 00:00:00.000,2,St.Leonhard,M,8488
2010-03-01 00:00:00.000,2,St.Leonhard,W,9082
2010-03-01 00:00:00.000,3,Geidorf,M,12893
2010-03-01 00:00:00.000,3,Geidorf,W,15126
2010-03-01 00:00:00.000,4,Lend,M,14998
2010-03-01 00:00:00.000,4,Lend,W,15777
2010-03-01 00:00:00.000,5,Gries,M,14798
2010-03-01 00:00:00.000,5,Gries,W,13854
2010-03-01 00:00:00.000,6,Jakomini,M,17557
2010-03-01 00:00:00.000,6,Jakomini,W,17377
2010-03-01 00:00:00.000,7,Liebenau,M,6678
2010-03-01 00:00:00.000,7,Liebenau,W,7127
2010-03-01 00:00:00.000,8,St.Peter,M,7361
2010-03-01 00:00:00.000,8,St.Peter,W,8030
2010-03-01 00:00:00.000,9,Waltendorf,M,6286
2010-03-01 00:00:00.000,9,Waltendorf,W,6788
2010-03-01 00:00:00.000,10,Ries,M,2892
2010-03-01 00:00:00.000,10,Ries,W,3623
2010-03-01 00:00:00.000,11,Mariatrost,M,4901
2010-03-01 00:00:00.000,11,Mariatrost,W,5334
2010-03-01 00:00:00.000,12,Andritz,M,9249
2010-03-01 00:00:00.000,12,Andritz,W,9995
2010-03-01 00:00:00.000,13,Gösting,M,5417
2010-03-01 00:00:00.000,13,Gösting,W,5728
2010-03-01 00:00:00.000,14,Eggenberg,M,9757
2010-03-01 00:00:00.000,14,Eggenberg,W,10744
2010-03-01 00:00:00.000,15,Wetzelsdorf,M,6965
2010-03-01 00:00:00.000,15,Wetzelsdorf,W,8044
2010-03-01 00:00:00.000,16,Straßgang,M,7112
2010-03-01 00:00:00.000,16,Straßgang,W,7467
2010-03-01 00:00:00.000,17,Puntigam,M,4048
2010-03-01 00:00:00.000,17,Puntigam,W,3709
2010-04-01 00:00:00.000,1,Innere Stadt,M,2184
2010-04-01 00:00:00.000,1,Innere Stadt,W,1998
2010-04-01 00:00:00.000,2,St.Leonhard,M,8489
2010-04-01 00:00:00.000,2,St.Leonhard,W,9143
2010-04-01 00:00:00.000,3,Geidorf,M,12935
2010-04-01 00:00:00.000,3,Geidorf,W,15129
2010-04-01 00:00:00.000,4,Lend,M,15069
2010-04-01 00:00:00.000,4,Lend,W,15856
2010-04-01 00:00:00.000,5,Gries,M,14858
2010-04-01 00:00:00.000,5,Gries,W,13890
2010-04-01 00:00:00.000,6,Jakomini,M,17604
2010-04-01 00:00:00.000,6,Jakomini,W,17388
2010-04-01 00:00:00.000,7,Liebenau,M,6685
2010-04-01 00:00:00.000,7,Liebenau,W,7118
2010-04-01 00:00:00.000,8,St.Peter,M,7385
2010-04-01 00:00:00.000,8,St.Peter,W,8043
2010-04-01 00:00:00.000,9,Waltendorf,M,6291
2010-04-01 00:00:00.000,9,Waltendorf,W,6794
2010-04-01 00:00:00.000,10,Ries,M,2897
2010-04-01 00:00:00.000,10,Ries,W,3613
2010-04-01 00:00:00.000,11,Mariatrost,M,4907
2010-04-01 00:00:00.000,11,Mariatrost,W,5357
2010-04-01 00:00:00.000,12,Andritz,M,9252
2010-04-01 00:00:00.000,12,Andritz,W,10002
2010-04-01 00:00:00.000,13,Gösting,M,5417
2010-04-01 00:00:00.000,13,Gösting,W,5694
2010-04-01 00:00:00.000,14,Eggenberg,M,9784
2010-04-01 00:00:00.000,14,Eggenberg,W,10729
2010-04-01 00:00:00.000,15,Wetzelsdorf,M,6968
2010-04-01 00:00:00.000,15,Wetzelsdorf,W,8047
2010-04-01 00:00:00.000,16,Straßgang,M,7094
2010-04-01 00:00:00.000,16,Straßgang,W,7482
2010-04-01 00:00:00.000,17,Puntigam,M,4065
2010-04-01 00:00:00.000,17,Puntigam,W,3723
2010-05-01 00:00:00.000,1,Innere Stadt,M,2176
2010-05-01 00:00:00.000,1,Innere Stadt,W,1993
2010-05-01 00:00:00.000,2,St.Leonhard,M,8501
2010-05-01 00:00:00.000,2,St.Leonhard,W,9142
2010-05-01 00:00:00.000,3,Geidorf,M,12941
2010-05-01 00:00:00.000,3,Geidorf,W,15134
2010-05-01 00:00:00.000,4,Lend,M,15095
2010-05-01 00:00:00.000,4,Lend,W,15886
2010-05-01 00:00:00.000,5,Gries,M,14898
2010-05-01 00:00:00.000,5,Gries,W,13921
2010-05-01 00:00:00.000,6,Jakomini,M,17557
2010-05-01 00:00:00.000,6,Jakomini,W,17374
2010-05-01 00:00:00.000,7,Liebenau,M,6690
2010-05-01 00:00:00.000,7,Liebenau,W,7127
2010-05-01 00:00:00.000,8,St.Peter,M,7366
2010-05-01 00:00:00.000,8,St.Peter,W,8052
2010-05-01 00:00:00.000,9,Waltendorf,M,6293
2010-05-01 00:00:00.000,9,Waltendorf,W,6792
2010-05-01 00:00:00.000,10,Ries,M,2898
2010-05-01 00:00:00.000,10,Ries,W,3613
2010-05-01 00:00:00.000,11,Mariatrost,M,4914
2010-05-01 00:00:00.000,11,Mariatrost,W,5389
2010-05-01 00:00:00.000,12,Andritz,M,9274
2010-05-01 00:00:00.000,12,Andritz,W,10011
2010-05-01 00:00:00.000,13,Gösting,M,5415
2010-05-01 00:00:00.000,13,Gösting,W,5686
2010-05-01 00:00:00.000,14,Eggenberg,M,9770
2010-05-01 00:00:00.000,14,Eggenberg,W,10695
2010-05-01 00:00:00.000,15,Wetzelsdorf,M,6965
2010-05-01 00:00:00.000,15,Wetzelsdorf,W,8039
2010-05-01 00:00:00.000,16,Straßgang,M,7134
2010-05-01 00:00:00.000,16,Straßgang,W,7497
2010-05-01 00:00:00.000,17,Puntigam,M,4064
2010-05-01 00:00:00.000,17,Puntigam,W,3718
2010-06-01 00:00:00.000,1,Innere Stadt,M,2137
2010-06-01 00:00:00.000,1,Innere Stadt,W,1978
2010-06-01 00:00:00.000,2,St.Leonhard,M,8413
2010-06-01 00:00:00.000,2,St.Leonhard,W,9074
2010-06-01 00:00:00.000,3,Geidorf,M,12865
2010-06-01 00:00:00.000,3,Geidorf,W,15051
2010-06-01 00:00:00.000,4,Lend,M,15017
2010-06-01 00:00:00.000,4,Lend,W,15858
2010-06-01 00:00:00.000,5,Gries,M,14853
2010-06-01 00:00:00.000,5,Gries,W,13847
2010-06-01 00:00:00.000,6,Jakomini,M,17446
2010-06-01 00:00:00.000,6,Jakomini,W,17287
2010-06-01 00:00:00.000,7,Liebenau,M,6665
2010-06-01 00:00:00.000,7,Liebenau,W,7090
2010-06-01 00:00:00.000,8,St.Peter,M,7339
2010-06-01 00:00:00.000,8,St.Peter,W,8071
2010-06-01 00:00:00.000,9,Waltendorf,M,6242
2010-06-01 00:00:00.000,9,Waltendorf,W,6747
2010-06-01 00:00:00.000,10,Ries,M,2889
2010-06-01 00:00:00.000,10,Ries,W,3587
2010-06-01 00:00:00.000,11,Mariatrost,M,4899
2010-06-01 00:00:00.000,11,Mariatrost,W,5365
2010-06-01 00:00:00.000,12,Andritz,M,9268
2010-06-01 00:00:00.000,12,Andritz,W,10013
2010-06-01 00:00:00.000,13,Gösting,M,5414
2010-06-01 00:00:00.000,13,Gösting,W,5680
2010-06-01 00:00:00.000,14,Eggenberg,M,9734
2010-06-01 00:00:00.000,14,Eggenberg,W,10666
2010-06-01 00:00:00.000,15,Wetzelsdorf,M,6960
2010-06-01 00:00:00.000,15,Wetzelsdorf,W,8035
2010-06-01 00:00:00.000,16,Straßgang,M,7130
2010-06-01 00:00:00.000,16,Straßgang,W,7495
2010-06-01 00:00:00.000,17,Puntigam,M,4044
2010-06-01 00:00:00.000,17,Puntigam,W,3714
2010-07-01 00:00:00.000,1,Innere Stadt,M,2131
2010-07-01 00:00:00.000,1,Innere Stadt,W,1960
2010-07-01 00:00:00.000,2,St.Leonhard,M,8378
2010-07-01 00:00:00.000,2,St.Leonhard,W,9038
2010-07-01 00:00:00.000,3,Geidorf,M,12802
2010-07-01 00:00:00.000,3,Geidorf,W,14966
2010-07-01 00:00:00.000,4,Lend,M,14946
2010-07-01 00:00:00.000,4,Lend,W,15758
2010-07-01 00:00:00.000,5,Gries,M,14854
2010-07-01 00:00:00.000,5,Gries,W,13857
2010-07-01 00:00:00.000,6,Jakomini,M,17368
2010-07-01 00:00:00.000,6,Jakomini,W,17220
2010-07-01 00:00:00.000,7,Liebenau,M,6665
2010-07-01 00:00:00.000,7,Liebenau,W,7100
2010-07-01 00:00:00.000,8,St.Peter,M,7365
2010-07-01 00:00:00.000,8,St.Peter,W,8112
2010-07-01 00:00:00.000,9,Waltendorf,M,6215
2010-07-01 00:00:00.000,9,Waltendorf,W,6743
2010-07-01 00:00:00.000,10,Ries,M,2884
2010-07-01 00:00:00.000,10,Ries,W,3581
2010-07-01 00:00:00.000,11,Mariatrost,M,4892
2010-07-01 00:00:00.000,11,Mariatrost,W,5352
2010-07-01 00:00:00.000,12,Andritz,M,9258
2010-07-01 00:00:00.000,12,Andritz,W,10028
2010-07-01 00:00:00.000,13,Gösting,M,5410
2010-07-01 00:00:00.000,13,Gösting,W,5684
2010-07-01 00:00:00.000,14,Eggenberg,M,9701
2010-07-01 00:00:00.000,14,Eggenberg,W,10640
2010-07-01 00:00:00.000,15,Wetzelsdorf,M,6958
2010-07-01 00:00:00.000,15,Wetzelsdorf,W,8063
2010-07-01 00:00:00.000,16,Straßgang,M,7132
2010-07-01 00:00:00.000,16,Straßgang,W,7510
2010-07-01 00:00:00.000,17,Puntigam,M,4053
2010-07-01 00:00:00.000,17,Puntigam,W,3692
2010-08-01 00:00:00.000,1,Innere Stadt,M,2132
2010-08-01 00:00:00.000,1,Innere Stadt,W,1961
2010-08-01 00:00:00.000,2,St.Leonhard,M,8329
2010-08-01 00:00:00.000,2,St.Leonhard,W,9003
2010-08-01 00:00:00.000,3,Geidorf,M,12731
2010-08-01 00:00:00.000,3,Geidorf,W,14860
2010-08-01 00:00:00.000,4,Lend,M,14904
2010-08-01 00:00:00.000,4,Lend,W,15715
