Stichtag,Bezirkszahl,Bezirksname,Geschlecht,Anzahl
2008-03-01 00:00:00.000,2,St.Leonhard,W,9030
2008-03-01 00:00:00.000,3,Geidorf,M,13000
2008-03-01 00:00:00.000,3,Geidorf,W,15163
2008-03-01 00:00:00.000,4,Lend,M,14835
2008-03-01 00:00:00.000,4,Lend,W,15657
2008-03-01 00:00:00.000,5,Gries,M,14788
2008-03-01 00:00:00.000,5,Gries,W,14033
2008-03-01 00:00:00.000,6,Jakomini,M,17624
2008-03-01 00:00:00.000,6,Jakomini,W,17236
2008-03-01 00:00:00.000,7,Liebenau,M,6585
2008-03-01 00:00:00.000,7,Liebenau,W,6860
2008-03-01 00:00:00.000,8,St.Peter,M,7410
2008-03-01 00:00:00.000,8,St.Peter,W,8020
2008-03-01 00:00:00.000,9,Waltendorf,M,6277
2008-03-01 00:00:00.000,9,Waltendorf,W,6713
2008-03-01 00:00:00.000,10,Ries,M,2939
2008-03-01 00:00:00.000,10,Ries,W,3601
2008-03-01 00:00:00.000,11,Mariatrost,M,4758
2008-03-01 00:00:00.000,11,Mariatrost,W,5217
2008-03-01 00:00:00.000,12,Andritz,M,9236
2008-03-01 00:00:00.000,12,Andritz,W,9927
2008-03-01 00:00:00.000,13,Gösting,M,5315
2008-03-01 00:00:00.000,13,Gösting,W,5662
2008-03-01 00:00:00.000,14,Eggenberg,M,9660
2008-03-01 00:00:00.000,14,Eggenberg,W,10642
2008-03-01 00:00:00.000,15,Wetzelsdorf,M,6978
2008-03-01 00:00:00.000,15,Wetzelsdorf,W,7963
2008-03-01 00:00:00.000,16,Straßgang,M,6974
2008-03-01 00:00:00.000,16,Straßgang,W,7418
2008-03-01 00:00:00.000,17,Puntigam,M,4099
2008-03-01 00:00:00.000,17,Puntigam,W,3665
2008-04-01 00:00:00.000,1,Innere Stadt,M,2105
2008-04-01 00:00:00.000,1,Innere Stadt,W,2019
2008-04-01 00:00:00.000,2,St.Leonhard,M,8324
2008-04-01 00:00:00.000,2,St.Leonhard,W,9030
2008-04-01 00:00:00.000,3,Geidorf,M,13005
2008-04-01 00:00:00.000,3,Geidorf,W,15216
2008-04-01 00:00:00.000,4,Lend,M,14870
2008-04-01 00:00:00.000,4,Lend,W,15693
2008-04-01 00:00:00.000,5,Gries,M,14791
2008-04-01 00:00:00.000,5,Gries,W,14011
2008-04-01 00:00:00.000,6,Jakomini,M,17643
2008-04-01 00:00:00.000,6,Jakomini,W,17265
2008-04-01 00:00:00.000,7,Liebenau,M,6582
2008-04-01 00:00:00.000,7,Liebenau,W,6862
2008-04-01 00:00:00.000,8,St.Peter,M,7407
2008-04-01 00:00:00.000,8,St.Peter,W,8023
2008-04-01 00:00:00.000,9,Waltendorf,M,6285
2008-04-01 00:00:00.000,9,Waltendorf,W,6708
2008-04-01 00:00:00.000,10,Ries,M,2937
2008-04-01 00:00:00.000,10,Ries,W,3584
2008-04-01 00:00:00.000,11,Mariatrost,M,4755
2008-04-01 00:00:00.000,11,Mariatrost,W,5227
2008-04-01 00:00:00.000,12,Andritz,M,9252
2008-04-01 00:00:00.000,12,Andritz,W,9937
2008-04-01 00:00:00.000,13,Gösting,M,5325
2008-04-01 00:00:00.000,13,Gösting,W,5681
2008-04-01 00:00:00.000,14,Eggenberg,M,9679
2008-04-01 00:00:00.000,14,Eggenberg,W,10659
2008-04-01 00:00:00.000,15,Wetzelsdorf,M,6970
2008-04-01 00:00:00.000,15,Wetzelsdorf,W,7968
2008-04-01 00:00:00.000,16,Straßgang,M,6970
2008-04-01 00:00:00.000,16,Straßgang,W,7433
2008-04-01 00:00:00.000,17,Puntigam,M,4055
2008-04-01 00:00:00.000,17,Puntigam,W,3659
2008-05-01 00:00:00.000,1,Innere Stadt,M,2090
2008-05-01 00:00:00.000,1,Innere Stadt,W,2006
2008-05-01 00:00:00.000,2,St.Leonhard,M,8338
2008-05-01 00:00:00.000,2,St.Leonhard,W,9043
2008-05-01 00:00:00.000,3,Geidorf,M,13025
2008-05-01 00:00:00.000,3,Geidorf,W,15231
2008-05-01 00:00:00.000,4,Lend,M,14895
2008-05-01 00:00:00.000,4,Lend,W,15703
2008-05-01 00:00:00.000,5,Gries,M,14789
2008-05-01 00:00:00.000,5,Gries,W,13977
2008-05-01 00:00:00.000,6,Jakomini,M,17632
2008-05-01 00:00:00.000,6,Jakomini,W,17309
2008-05-01 00:00:00.000,7,Liebenau,M,6583
2008-05-01 00:00:00.000,7,Liebenau,W,6878
2008-05-01 00:00:00.000,8,St.Peter,M,7401
2008-05-01 00:00:00.000,8,St.Peter,W,8009
2008-05-01 00:00:00.000,9,Waltendorf,M,6277
2008-05-01 00:00:00.000,9,Waltendorf,W,6697
2008-05-01 00:00:00.000,10,Ries,M,2933
2008-05-01 00:00:00.000,10,Ries,W,3575
2008-05-01 00:00:00.000,11,Mariatrost,M,4759
2008-05-01 00:00:00.000,11,Mariatrost,W,5226
2008-05-01 00:00:00.000,12,Andritz,M,9249
2008-05-01 00:00:00.000,12,Andritz,W,9950
2008-05-01 00:00:00.000,13,Gösting,M,5330
2008-05-01 00:00:00.000,13,Gösting,W,5680
2008-05-01 00:00:00.000,14,Eggenberg,M,9667
2008-05-01 00:00:00.000,14,Eggenberg,W,10652
2008-05-01 00:00:00.000,15,Wetzelsdorf,M,6977
2008-05-01 00:00:00.000,15,Wetzelsdorf,W,7971
2008-05-01 00:00:00.000,16,Straßgang,M,6970
2008-05-01 00:00:00.000,16,Straßgang,W,7398
2008-05-01 00:00:00.000,17,Puntigam,M,4048
2008-05-01 00:00:00.000,17,Puntigam,W,3659
2008-06-01 00:00:00.000,1,Innere Stadt,M,2086
2008-06-01 00:00:00.000,1,Innere Stadt,W,1996
2008-06-01 00:00:00.000,2,St.Leonhard,M,8342
2008-06-01 00:00:00.000,2,St.Leonhard,W,9044
2008-06-01 00:00:00.000,3,Geidorf,M,13005
2008-06-01 00:00:00.000,3,Geidorf,W,15180
2008-06-01 00:00:00.000,4,Lend,M,14912
2008-06-01 00:00:00.000,4,Lend,W,15683
2008-06-01 00:00:00.000,5,Gries,M,14788
2008-06-01 00:00:00.000,5,Gries,W,13972
2008-06-01 00:00:00.000,6,Jakomini,M,17666
2008-06-01 00:00:00.000,6,Jakomini,W,17360
2008-06-01 00:00:00.000,7,Liebenau,M,6608
2008-06-01 00:00:00.000,7,Liebenau,W,6900
2008-06-01 00:00:00.000,8,St.Peter,M,7388
2008-06-01 00:00:00.000,8,St.Peter,W,8008
2008-06-01 00:00:00.000,9,Waltendorf,M,6268
2008-06-01 00:00:00.000,9,Waltendorf,W,6693
2008-06-01 00:00:00.000,10,Ries,M,2929
2008-06-01 00:00:00.000,10,Ries,W,3562
2008-06-01 00:00:00.000,11,Mariatrost,M,4783
2008-06-01 00:00:00.000,11,Mariatrost,W,5234
2008-06-01 00:00:00.000,12,Andritz,M,9259
2008-06-01 00:00:00.000,12,Andritz,W,9944
2008-06-01 00:00:00.000,13,Gösting,M,5353
2008-06-01 00:00:00.000,13,Gösting,W,5679
2008-06-01 00:00:00.000,14,Eggenberg,M,9642
2008-06-01 00:00:00.000,14,Eggenberg,W,10659
2008-06-01 00:00:00.000,15,Wetzelsdorf,M,6965
2008-06-01 00:00:00.000,15,Wetzelsdorf,W,7959
2008-06-01 00:00:00.000,16,Straßgang,M,6986
2008-06-01 00:00:00.000,16,Straßgang,W,7412
2008-06-01 00:00:00.000,17,Puntigam,M,4047
2008-06-01 00:00:00.000,17,Puntigam,W,3670
2008-07-01 00:00:00.000,1,Innere Stadt,M,2078
2008-07-01 00:00:00.000,1,Innere Stadt,W,2000
2008-07-01 00:00:00.000,2,St.Leonhard,M,8330
2008-07-01 00:00:00.000,2,St.Leonhard,W,9029
2008-07-01 00:00:00.000,3,Geidorf,M,12984
2008-07-01 00:00:00.000,3,Geidorf,W,15112
2008-07-01 00:00:00.000,4,Lend,M,14946
2008-07-01 00:00:00.000,4,Lend,W,15682
2008-07-01 00:00:00.000,5,Gries,M,14760
2008-07-01 00:00:00.000,5,Gries,W,13928
2008-07-01 00:00:00.000,6,Jakomini,M,17595
2008-07-01 00:00:00.000,6,Jakomini,W,17293
2008-07-01 00:00:00.000,7,Liebenau,M,6612
2008-07-01 00:00:00.000,7,Liebenau,W,6953
2008-07-01 00:00:00.000,8,St.Peter,M,7367
2008-07-01 00:00:00.000,8,St.Peter,W,7999
2008-07-01 00:00:00.000,9,Waltendorf,M,6281
2008-07-01 00:00:00.000,9,Waltendorf,W,6711
2008-07-01 00:00:00.000,10,Ries,M,2936
2008-07-01 00:00:00.000,10,Ries,W,3571
2008-07-01 00:00:00.000,11,Mariatrost,M,4787
2008-07-01 00:00:00.000,11,Mariatrost,W,5255
2008-07-01 00:00:00.000,12,Andritz,M,9274
2008-07-01 00:00:00.000,12,Andritz,W,9958
2008-07-01 00:00:00.000,13,Gösting,M,5343
2008-07-01 00:00:00.000,13,Gösting,W,5677
2008-07-01 00:00:00.000,14,Eggenberg,M,9635
2008-07-01 00:00:00.000,14,Eggenberg,W,10666
2008-07-01 00:00:00.000,15,Wetzelsdorf,M,6993
2008-07-01 00:00:00.000,15,Wetzelsdorf,W,7977
2008-07-01 00:00:00.000,16,Straßgang,M,6985
2008-07-01 00:00:00.000,16,Straßgang,W,7414
2008-07-01 00:00:00.000,17,Puntigam,M,4056
2008-07-01 00:00:00.000,17,Puntigam,W,3667
2008-08-01 00:00:00.000,1,Innere Stadt,M,2087
2008-08-01 00:00:00.000,1,Innere Stadt,W,1994
2008-08-01 00:00:00.000,2,St.Leonhard,M,8318
2008-08-01 00:00:00.000,2,St.Leonhard,W,8998
2008-08-01 00:00:00.000,3,Geidorf,M,12943
2008-08-01 00:00:00.000,3,Geidorf,W,15010
2008-08-01 00:00:00.000,4,Lend,M,14924
2008-08-01 00:00:00.000,4,Lend,W,15646
2008-08-01 00:00:00.000,5,Gries,M,14717
2008-08-01 00:00:00.000,5,Gries,W,13852
2008-08-01 00:00:00.000,6,Jakomini,M,17567
2008-08-01 00:00:00.000,6,Jakomini,W,17214
2008-08-01 00:00:00.000,7,Liebenau,M,6648
2008-08-01 00:00:00.000,7,Liebenau,W,6976
2008-08-01 00:00:00.000,8,St.Peter,M,7376
2008-08-01 00:00:00.000,8,St.Peter,W,8002
2008-08-01 00:00:00.000,9,Waltendorf,M,6253
2008-08-01 00:00:00.000,9,Waltendorf,W,6690
2008-08-01 00:00:00.000,10,Ries,M,2936
2008-08-01 00:00:00.000,10,Ries,W,3571
2008-08-01 00:00:00.000,11,Mariatrost,M,4784
2008-08-01 00:00:00.000,11,Mariatrost,W,5264
2008-08-01 00:00:00.000,12,Andritz,M,9254
2008-08-01 00:00:00.000,12,Andritz,W,9954
2008-08-01 00:00:00.000,13,Gösting,M,5338
2008-08-01 00:00:00.000,13,Gösting,W,5685
2008-08-01 00:00:00.000,14,Eggenberg,M,9624
2008-08-01 00:00:00.000,14,Eggenberg,W,10664
2008-08-01 00:00:00.000,15,Wetzelsdorf,M,7005
2008-08-01 00:00:00.000,15,Wetzelsdorf,W,7997
2008-08-01 00:00:00.000,16,Straßgang,M,7012
2008-08-01 00:00:00.000,16,Straßgang,W,7405
2008-08-01 00:00:00.000,17,Puntigam,M,4056
2008-08-01 00:00:00.000,17,Puntigam,W,3672
2008-09-01 00:00:00.000,1,Innere Stadt,M,2084
2008-09-01 00:00:00.000,1,Innere Stadt,W,2000
2008-09-01 00:00:00.000,2,St.Leonhard,M,8308
2008-09-01 00:00:00.000,2,St.Leonhard,W,8996
2008-09-01 00:00:00.000,3,Geidorf,M,12935
2008-09-01 00:00:00.000,3,Geidorf,W,14983
2008-09-01 00:00:00.000,4,Lend,M,14933
2008-09-01 00:00:00.000,4,Lend,W,15690
2008-09-01 00:00:00.000,5,Gries,M,14771
2008-09-01 00:00:00.000,5,Gries,W,13860
2008-09-01 00:00:00.000,6,Jakomini,M,17531
2008-09-01 00:00:00.000,6,Jakomini,W,17206
2008-09-01 00:00:00.000,7,Liebenau,M,6656
2008-09-01 00:00:00.000,7,Liebenau,W,6987
2008-09-01 00:00:00.000,8,St.Peter,M,7360
2008-09-01 00:00:00.000,8,St.Peter,W,8023
2008-09-01 00:00:00.000,9,Waltendorf,M,6257
2008-09-01 00:00:00.000,9,Waltendorf,W,6697
2008-09-01 00:00:00.000,10,Ries,M,2921
2008-09-01 00:00:00.000,10,Ries,W,3569
2008-09-01 00:00:00.000,11,Mariatrost,M,4790
2008-09-01 00:00:00.000,11,Mariatrost,W,5263
2008-09-01 00:00:00.000,12,Andritz,M,9272
2008-09-01 00:00:00.000,12,Andritz,W,9968
2008-09-01 00:00:00.000,13,Gösting,M,5330
2008-09-01 00:00:00.000,13,Gösting,W,5689
2008-09-01 00:00:00.000,14,Eggenberg,M,9646
2008-09-01 00:00:00.000,14,Eggenberg,W,10673
2008-09-01 00:00:00.000,15,Wetzelsdorf,M,7002
2008-09-01 00:00:00.000,15,Wetzelsdorf,W,7969
2008-09-01 00:00:00.000,16,Straßgang,M,7020
2008-09-01 00:00:00.000,16,Straßgang,W,7410
2008-09-01 00:00:00.000,17,Puntigam,M,4067
2008-09-01 00:00:00.000,17,Puntigam,W,3678
2008-10-01 00:00:00.000,1,Innere Stadt,M,2133
2008-10-01 00:00:00.000,1,Innere Stadt,W,2013
2008-10-01 00:00:00.000,2,St.Leonhard,M,8363
2008-10-01 00:00:00.000,2,St.Leonhard,W,9033
2008-10-01 00:00:00.000,3,Geidorf,M,13035
2008-10-01 00:00:00.000,3,Geidorf,W,15135
2008-10-01 00:00:00.000,4,Lend,M,15072
2008-10-01 00:00:00.000,4,Lend,W,15907
2008-10-01 00:00:00.000,5,Gries,M,14804
2008-10-01 00:00:00.000,5,Gries,W,13941
2008-10-01 00:00:00.000,6,Jakomini,M,17756
2008-10-01 00:00:00.000,6,Jakomini,W,17405
2008-10-01 00:00:00.000,7,Liebenau,M,6663
2008-10-01 00:00:00.000,7,Liebenau,W,6990
2008-10-01 00:00:00.000,8,St.Peter,M,7365
2008-10-01 00:00:00.000,8,St.Peter,W,8026
2008-10-01 00:00:00.000,9,Waltendorf,M,6285
2008-10-01 00:00:00.000,9,Waltendorf,W,6712
2008-10-01 00:00:00.000,10,Ries,M,2903
2008-10-01 00:00:00.000,10,Ries,W,3591
2008-10-01 00:00:00.000,11,Mariatrost,M,4814
2008-10-01 00:00:00.000,11,Mariatrost,W,5285
2008-10-01 00:00:00.000,12,Andritz,M,9307
2008-10-01 00:00:00.000,12,Andritz,W,9975
2008-10-01 00:00:00.000,13,Gösting,M,5347
2008-10-01 00:00:00.000,13,Gösting,W,5689
2008-10-01 00:00:00.000,14,Eggenberg,M,9689
2008-10-01 00:00:00.000,14,Eggenberg,W,10756
2008-10-01 00:00:00.000,15,Wetzelsdorf,M,7034
2008-10-01 00:00:00.000,15,Wetzelsdorf,W,8013
2008-10-01 00:00:00.000,16,Straßgang,M,7000
2008-10-01 00:00:00.000,16,Straßgang,W,7407
2008-10-01 00:00:00.000,17,Puntigam,M,4052
2008-10-01 00:00:00.000,17,Puntigam,W,3659
2008-11-01 00:00:00.000,1,Innere Stadt,M,2164
2008-11-01 00:00:00.000,1,Innere Stadt,W,2030
2008-11-01 00:00:00.000,2,St.Leonhard,M,8425
2008-11-01 00:00:00.000,2,St.Leonhard,W,9140
2008-11-01 00:00:00.000,3,Geidorf,M,13106
2008-11-01 00:00:00.000,3,Geidorf,W,15260
2008-11-01 00:00:00.000,4,Lend,M,14917
2008-11-01 00:00:00.000,4,Lend,W,15758
2008-11-01 00:00:00.000,5,Gries,M,14846
2008-11-01 00:00:00.000,5,Gries,W,14002
2008-11-01 00:00:00.000,6,Jakomini,M,17740
2008-11-01 00:00:00.000,6,Jakomini,W,17452
2008-11-01 00:00:00.000,7,Liebenau,M,6653
2008-11-01 00:00:00.000,7,Liebenau,W,6996
2008-11-01 00:00:00.000,8,St.Peter,M,7366
2008-11-01 00:00:00.000,8,St.Peter,W,8016
2008-11-01 00:00:00.000,9,Waltendorf,M,6302
2008-11-01 00:00:00.000,9,Waltendorf,W,6734
2008-11-01 00:00:00.000,10,Ries,M,2896
2008-11-01 00:00:00.000,10,Ries,W,3608
2008-11-01 00:00:00.000,11,Mariatrost,M,4844
2008-11-01 00:00:00.000,11,Mariatrost,W,5305
2008-11-01 00:00:00.000,12,Andritz,M,9318
2008-11-01 00:00:00.000,12,Andritz,W,10001
2008-11-01 00:00:00.000,13,Gösting,M,5376
2008-11-01 00:00:00.000,13,Gösting,W,5701
2008-11-01 00:00:00.000,14,Eggenberg,M,9696
2008-11-01 00:00:00.000,14,Eggenberg,W,10761
2008-11-01 00:00:00.000,15,Wetzelsdorf,M,7028
2008-11-01 00:00:00.000,15,Wetzelsdorf,W,8008
2008-11-01 00:00:00.000,16,Straßgang,M,6998
2008-11-01 00:00:00.000,16,Straßgang,W,7403
2008-11-01 00:00:00.000,17,Puntigam,M,4074
2008-11-01 00:00:00.000,17,Puntigam,W,3694
2008-12-01 00:00:00.000,1,Innere Stadt,M,2176
2008-12-01 00:00:00.000,1,Innere Stadt,W,2034
2008-12-01 00:00:00.000,2,St.Leonhard,M,8466
2008-12-01 00:00:00.000,2,St.Leonhard,W,9177
2008-12-01 00:00:00.000,3,Geidorf,M,13069
2008-12-01 00:00:00.000,3,Geidorf,W,15243
2008-12-01 00:00:00.000,4,Lend,M,14938
2008-12-01 00:00:00.000,4,Lend,W,15772
2008-12-01 00:00:00.000,5,Gries,M,14900
2008-12-01 00:00:00.000,5,Gries,W,14054
2008-12-01 00:00:00.000,6,Jakomini,M,17792
2008-12-01 00:00:00.000,6,Jakomini,W,17465
2008-12-01 00:00:00.000,7,Liebenau,M,6650
2008-12-01 00:00:00.000,7,Liebenau,W,6996
2008-12-01 00:00:00.000,8,St.Peter,M,7361
2008-12-01 00:00:00.000,8,St.Peter,W,8009
2008-12-01 00:00:00.000,9,Waltendorf,M,6301
2008-12-01 00:00:00.000,9,Waltendorf,W,6737
2008-12-01 00:00:00.000,10,Ries,M,2906
2008-12-01 00:00:00.000,10,Ries,W,3609
2008-12-01 00:00:00.000,11,Mariatrost,M,4850
2008-12-01 00:00:00.000,11,Mariatrost,W,5304
2008-12-01 00:00:00.000,12,Andritz,M,9308
2008-12-01 00:00:00.000,12,Andritz,W,10016
2008-12-01 00:00:00.000,13,Gösting,M,5381
2008-12-01 00:00:00.000,13,Gösting,W,5689
2008-12-01 00:00:00.000,14,Eggenberg,M,9712
2008-12-01 00:00:00.000,14,Eggenberg,W,10753
2008-12-01 00:00:00.000,15,Wetzelsdorf,M,7022
2008-12-01 00:00:00.000,15,Wetzelsdorf,W,8019
2008-12-01 00:00:00.000,16,Straßgang,M,7012
2008-12-01 00:00:00.000,16,Straßgang,W,7425
2008-12-01 00:00:00.000,17,Puntigam,M,4075
2008-12-01 00:00:00.000,17,Puntigam,W,3701
2009-01-01 00:00:00.000,1,Innere Stadt,M,2156
2009-01-01 00:00:00.000,1,Innere Stadt,W,2026
2009-01-01 00:00:00.000,2,St.Leonhard,M,8446
2009-01-01 00:00:00.000,2,St.Leonhard,W,9157
2009-01-01 00:00:00.000,3,Geidorf,M,13068
2009-01-01 00:00:00.000,3,Geidorf,W,15238
2009-01-01 00:00:00.000,4,Lend,M,14910
2009-01-01 00:00:00.000,4,Lend,W,15771
2009-01-01 00:00:00.000,5,Gries,M,14833
2009-01-01 00:00:00.000,5,Gries,W,14043
2009-01-01 00:00:00.000,6,Jakomini,M,17780
2009-01-01 00:00:00.000,6,Jakomini,W,17433
2009-01-01 00:00:00.000,7,Liebenau,M,6639
2009-01-01 00:00:00.000,7,Liebenau,W,6988
2009-01-01 00:00:00.000,8,St.Peter,M,7357
2009-01-01 00:00:00.000,8,St.Peter,W,8019
2009-01-01 00:00:00.000,9,Waltendorf,M,6318
2009-01-01 00:00:00.000,9,Waltendorf,W,6747
2009-01-01 00:00:00.000,10,Ries,M,2896
2009-01-01 00:00:00.000,10,Ries,W,3590
2009-01-01 00:00:00.000,11,Mariatrost,M,4847
2009-01-01 00:00:00.000,11,Mariatrost,W,5304
2009-01-01 00:00:00.000,12,Andritz,M,9303
2009-01-01 00:00:00.000,12,Andritz,W,10010
2009-01-01 00:00:00.000,13,Gösting,M,5367
2009-01-01 00:00:00.000,13,Gösting,W,5674
2009-01-01 00:00:00.000,14,Eggenberg,M,9688
2009-01-01 00:00:00.000,14,Eggenberg,W,10707
2009-01-01 00:00:00.000,15,Wetzelsdorf,M,7012
2009-01-01 00:00:00.000,15,Wetzelsdorf,W,8010
2009-01-01 00:00:00.000,16,Straßgang,M,7022
2009-01-01 00:00:00.000,16,Straßgang,W,7437
2009-01-01 00:00:00.000,17,Puntigam,M,4069
2009-01-01 00:00:00.000,17,Puntigam,W,3709
2009-02-01 00:00:00.000,1,Innere Stadt,M,2176
2009-02-01 00:00:00.000,1,Innere Stadt,W,2029
2009-02-01 00:00:00.000,2,St.Leonhard,M,8452
2009-02-01 00:00:00.000,2,St.Leonhard,W,9140
2009-02-01 00:00:00.000,3,Geidorf,M,13005
2009-02-01 00:00:00.000,3,Geidorf,W,15202
2009-02-01 00:00:00.000,4,Lend,M,14875
2009-02-01 00:00:00.000,4,Lend,W,15714
2009-02-01 00:00:00.000,5,Gries,M,14729
2009-02-01 00:00:00.000,5,Gries,W,13927
2009-02-01 00:00:00.000,6,Jakomini,M,17760
2009-02-01 00:00:00.000,6,Jakomini,W,17376
2009-02-01 00:00:00.000,7,Liebenau,M,6625
2009-02-01 00:00:00.000,7,Liebenau,W,6988
2009-02-01 00:00:00.000,8,St.Peter,M,7349
2009-02-01 00:00:00.000,8,St.Peter,W,8002
2009-02-01 00:00:00.000,9,Waltendorf,M,6314
2009-02-01 00:00:00.000,9,Waltendorf,W,6761
2009-02-01 00:00:00.000,10,Ries,M,2877
2009-02-01 00:00:00.000,10,Ries,W,3586
2009-02-01 00:00:00.000,11,Mariatrost,M,4850
2009-02-01 00:00:00.000,11,Mariatrost,W,5307
2009-02-01 00:00:00.000,12,Andritz,M,9304
2009-02-01 00:00:00.000,12,Andritz,W,10008
2009-02-01 00:00:00.000,13,Gösting,M,5377
2009-02-01 00:00:00.000,13,Gösting,W,5662
2009-02-01 00:00:00.000,14,Eggenberg,M,9659
2009-02-01 00:00:00.000,14,Eggenberg,W,10652
2009-02-01 00:00:00.000,15,Wetzelsdorf,M,7008
2009-02-01 00:00:00.000,15,Wetzelsdorf,W,8002
2009-02-01 00:00:00.000,16,Straßgang,M,7007
2009-02-01 00:00:00.000,16,Straßgang,W,7439
2009-02-01 00:00:00.000,17,Puntigam,M,4056
2009-02-01 00:00:00.000,17,Puntigam,W,3694
2009-03-01 00:00:00.000,1,Innere Stadt,M,2167
2009-03-01 00:00:00.000,1,Innere Stadt,W,2029
2009-03-01 00:00:00.000,2,St.Leonhard,M,8450
2009-03-01 00:00:00.000,2,St.Leonhard,W,9113
2009-03-01 00:00:00.000,3,Geidorf,M,13005
2009-03-01 00:00:00.000,3,Geidorf,W,15158
2009-03-01 00:00:00.000,4,Lend,M,14907
2009-03-01 00:00:00.000,4,Lend,W,15753
2009-03-01 00:00:00.000,5,Gries,M,14714
2009-03-01 00:00:00.000,5,Gries,W,13945
2009-03-01 00:00:00.000,6,Jakomini,M,17750
2009-03-01 00:00:00.000,6,Jakomini,W,17411
2009-03-01 00:00:00.000,7,Liebenau,M,6626
2009-03-01 00:00:00.000,7,Liebenau,W,7006
2009-03-01 00:00:00.000,8,St.Peter,M,7347
2009-03-01 00:00:00.000,8,St.Peter,W,8004
2009-03-01 00:00:00.000,9,Waltendorf,M,6313
2009-03-01 00:00:00.000,9,Waltendorf,W,6763
2009-03-01 00:00:00.000,10,Ries,M,2886
2009-03-01 00:00:00.000,10,Ries,W,3570
2009-03-01 00:00:00.000,11,Mariatrost,M,4859
2009-03-01 00:00:00.000,11,Mariatrost,W,5313
2009-03-01 00:00:00.000,12,Andritz,M,9284
2009-03-01 00:00:00.000,12,Andritz,W,9999
2009-03-01 00:00:00.000,13,Gösting,M,5369
2009-03-01 00:00:00.000,13,Gösting,W,5654
2009-03-01 00:00:00.000,14,Eggenberg,M,9663
2009-03-01 00:00:00.000,14,Eggenberg,W,10631
2009-03-01 00:00:00.000,15,Wetzelsdorf,M,7017
2009-03-01 00:00:00.000,15,Wetzelsdorf,W,8000
2009-03-01 00:00:00.000,16,Straßgang,M,7001
2009-03-01 00:00:00.000,16,Straßgang,W,7449
2009-03-01 00:00:00.000,17,Puntigam,M,4070
2009-03-01 00:00:00.000,17,Puntigam,W,3691
2009-04-01 00:00:00.000,1,Innere Stadt,M,2183
2009-04-01 00:00:00.000,1,Innere Stadt,W,2026
2009-04-01 00:00:00.000,2,St.Leonhard,M,8478
2009-04-01 00:00:00.000,2,St.Leonhard,W,9107
2009-04-01 00:00:00.000,3,Geidorf,M,12999
2009-04-01 00:00:00.000,3,Geidorf,W,15133
2009-04-01 00:00:00.000,4,Lend,M,14928
2009-04-01 00:00:00.000,4,Lend,W,15829
2009-04-01 00:00:00.000,5,Gries,M,14702
2009-04-01 00:00:00.000,5,Gries,W,13907
2009-04-01 00:00:00.000,6,Jakomini,M,17796
2009-04-01 00:00:00.000,6,Jakomini,W,17403
2009-04-01 00:00:00.000,7,Liebenau,M,6637
2009-04-01 00:00:00.000,7,Liebenau,W,7020
2009-04-01 00:00:00.000,8,St.Peter,M,7350
2009-04-01 00:00:00.000,8,St.Peter,W,8013
2009-04-01 00:00:00.000,9,Waltendorf,M,6286
2009-04-01 00:00:00.000,9,Waltendorf,W,6781
2009-04-01 00:00:00.000,10,Ries,M,2895
2009-04-01 00:00:00.000,10,Ries,W,3589
2009-04-01 00:00:00.000,11,Mariatrost,M,4837
2009-04-01 00:00:00.000,11,Mariatrost,W,5331
2009-04-01 00:00:00.000,12,Andritz,M,9280
2009-04-01 00:00:00.000,12,Andritz,W,9970
2009-04-01 00:00:00.000,13,Gösting,M,5360
2009-04-01 00:00:00.000,13,Gösting,W,5651
2009-04-01 00:00:00.000,14,Eggenberg,M,9638
2009-04-01 00:00:00.000,14,Eggenberg,W,10630
2009-04-01 00:00:00.000,15,Wetzelsdorf,M,7032
2009-04-01 00:00:00.000,15,Wetzelsdorf,W,8028
2009-04-01 00:00:00.000,16,Straßgang,M,6994
2009-04-01 00:00:00.000,16,Straßgang,W,7426
2009-04-01 00:00:00.000,17,Puntigam,M,4064
2009-04-01 00:00:00.000,17,Puntigam,W,3695
2009-05-01 00:00:00.000,1,Innere Stadt,M,2166
2009-05-01 00:00:00.000,1,Innere Stadt,W,2020
2009-05-01 00:00:00.000,2,St.Leonhard,M,8482
2009-05-01 00:00:00.000,2,St.Leonhard,W,9077
2009-05-01 00:00:00.000,3,Geidorf,M,12972
2009-05-01 00:00:00.000,3,Geidorf,W,15080
2009-05-01 00:00:00.000,4,Lend,M,14917
2009-05-01 00:00:00.000,4,Lend,W,15776
2009-05-01 00:00:00.000,5,Gries,M,14669
2009-05-01 00:00:00.000,5,Gries,W,13884
2009-05-01 00:00:00.000,6,Jakomini,M,17719
2009-05-01 00:00:00.000,6,Jakomini,W,17345
2009-05-01 00:00:00.000,7,Liebenau,M,6613
2009-05-01 00:00:00.000,7,Liebenau,W,7019
2009-05-01 00:00:00.000,8,St.Peter,M,7332
2009-05-01 00:00:00.000,8,St.Peter,W,7997
2009-05-01 00:00:00.000,9,Waltendorf,M,6264
2009-05-01 00:00:00.000,9,Waltendorf,W,6776
2009-05-01 00:00:00.000,10,Ries,M,2882
2009-05-01 00:00:00.000,10,Ries,W,3579
2009-05-01 00:00:00.000,11,Mariatrost,M,4837
2009-05-01 00:00:00.000,11,Mariatrost,W,5325
2009-05-01 00:00:00.000,12,Andritz,M,9250
