wkurz;beznr;bezname;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;sprengelanzahl
NR2008;0400;Lend;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;10447;109;10338;65;26
NR2008;0400;Lend;LIF;Liberales Forum;8;10447;109;10338;270;26
NR2008;0400;Lend;DC;Die Christen;9;10447;109;10338;53;26
NR2008;0400;Lend;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;10447;109;10338;133;26
NR2008;0500;Gries;SPÖ;Sozialdemokratische Partei Österreichs;1;8700;104;8596;2464;24
NR2008;0500;Gries;ÖVP;Österreichische Volkspartei;2;8700;104;8596;1236;24
NR2008;0500;Gries;GRÜNE;Die Grünen - Die Grüne Alternative;3;8700;104;8596;1367;24
NR2008;0500;Gries;FPÖ;Freiheitliche Partei Österreichs;4;8700;104;8596;1631;24
NR2008;0500;Gries;BZÖ;BZÖ-Mag. Ewald Stadler;5;8700;104;8596;1113;24
NR2008;0500;Gries;KPÖ;Kommunistische Partei Österreichs;6;8700;104;8596;321;24
NR2008;0500;Gries;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;8700;104;8596;65;24
NR2008;0500;Gries;LIF;Liberales Forum;8;8700;104;8596;232;24
NR2008;0500;Gries;DC;Die Christen;9;8700;104;8596;55;24
NR2008;0500;Gries;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;8700;104;8596;112;24
NR2008;0600;Jakomini;SPÖ;Sozialdemokratische Partei Österreichs;1;12754;138;12616;3053;31
NR2008;0600;Jakomini;ÖVP;Österreichische Volkspartei;2;12754;138;12616;2241;31
NR2008;0600;Jakomini;GRÜNE;Die Grünen - Die Grüne Alternative;3;12754;138;12616;2624;31
NR2008;0600;Jakomini;FPÖ;Freiheitliche Partei Österreichs;4;12754;138;12616;1977;31
NR2008;0600;Jakomini;BZÖ;BZÖ-Mag. Ewald Stadler;5;12754;138;12616;1591;31
NR2008;0600;Jakomini;KPÖ;Kommunistische Partei Österreichs;6;12754;138;12616;369;31
NR2008;0600;Jakomini;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;12754;138;12616;91;31
NR2008;0600;Jakomini;LIF;Liberales Forum;8;12754;138;12616;439;31
NR2008;0600;Jakomini;DC;Die Christen;9;12754;138;12616;62;31
NR2008;0600;Jakomini;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;12754;138;12616;169;31
NR2008;0700;Liebenau;SPÖ;Sozialdemokratische Partei Österreichs;1;6304;96;6208;1714;14
NR2008;0700;Liebenau;ÖVP;Österreichische Volkspartei;2;6304;96;6208;1152;14
NR2008;0700;Liebenau;GRÜNE;Die Grünen - Die Grüne Alternative;3;6304;96;6208;636;14
NR2008;0700;Liebenau;FPÖ;Freiheitliche Partei Österreichs;4;6304;96;6208;1320;14
NR2008;0700;Liebenau;BZÖ;BZÖ-Mag. Ewald Stadler;5;6304;96;6208;918;14
NR2008;0700;Liebenau;KPÖ;Kommunistische Partei Österreichs;6;6304;96;6208;143;14
NR2008;0700;Liebenau;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;6304;96;6208;52;14
NR2008;0700;Liebenau;LIF;Liberales Forum;8;6304;96;6208;129;14
NR2008;0700;Liebenau;DC;Die Christen;9;6304;96;6208;37;14
NR2008;0700;Liebenau;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;6304;96;6208;107;14
NR2008;0800;St.Peter;SPÖ;Sozialdemokratische Partei Österreichs;1;7582;97;7485;1279;15
NR2008;0800;St.Peter;ÖVP;Österreichische Volkspartei;2;7582;97;7485;2089;15
NR2008;0800;St.Peter;GRÜNE;Die Grünen - Die Grüne Alternative;3;7582;97;7485;1767;15
NR2008;0800;St.Peter;FPÖ;Freiheitliche Partei Österreichs;4;7582;97;7485;851;15
NR2008;0800;St.Peter;BZÖ;BZÖ-Mag. Ewald Stadler;5;7582;97;7485;872;15
NR2008;0800;St.Peter;KPÖ;Kommunistische Partei Österreichs;6;7582;97;7485;91;15
NR2008;0800;St.Peter;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;7582;97;7485;43;15
NR2008;0800;St.Peter;LIF;Liberales Forum;8;7582;97;7485;288;15
NR2008;0800;St.Peter;DC;Die Christen;9;7582;97;7485;54;15
NR2008;0800;St.Peter;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;7582;97;7485;151;15
NR2008;0900;Waltendorf;SPÖ;Sozialdemokratische Partei Österreichs;1;6308;74;6234;933;13
NR2008;0900;Waltendorf;ÖVP;Österreichische Volkspartei;2;6308;74;6234;1985;13
NR2008;0900;Waltendorf;GRÜNE;Die Grünen - Die Grüne Alternative;3;6308;74;6234;1344;13
NR2008;0900;Waltendorf;FPÖ;Freiheitliche Partei Österreichs;4;6308;74;6234;713;13
NR2008;0900;Waltendorf;BZÖ;BZÖ-Mag. Ewald Stadler;5;6308;74;6234;676;13
NR2008;0900;Waltendorf;KPÖ;Kommunistische Partei Österreichs;6;6308;74;6234;99;13
NR2008;0900;Waltendorf;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;6308;74;6234;46;13
NR2008;0900;Waltendorf;LIF;Liberales Forum;8;6308;74;6234;251;13
NR2008;0900;Waltendorf;DC;Die Christen;9;6308;74;6234;68;13
NR2008;0900;Waltendorf;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;6308;74;6234;119;13
NR2008;1000;Ries;SPÖ;Sozialdemokratische Partei Österreichs;1;2994;35;2959;544;7
NR2008;1000;Ries;ÖVP;Österreichische Volkspartei;2;2994;35;2959;848;7
NR2008;1000;Ries;GRÜNE;Die Grünen - Die Grüne Alternative;3;2994;35;2959;584;7
NR2008;1000;Ries;FPÖ;Freiheitliche Partei Österreichs;4;2994;35;2959;383;7
NR2008;1000;Ries;BZÖ;BZÖ-Mag. Ewald Stadler;5;2994;35;2959;317;7
NR2008;1000;Ries;KPÖ;Kommunistische Partei Österreichs;6;2994;35;2959;55;7
NR2008;1000;Ries;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;2994;35;2959;24;7
NR2008;1000;Ries;LIF;Liberales Forum;8;2994;35;2959;116;7
NR2008;1000;Ries;DC;Die Christen;9;2994;35;2959;26;7
NR2008;1000;Ries;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;2994;35;2959;62;7
NR2008;1100;Mariatrost;SPÖ;Sozialdemokratische Partei Österreichs;1;4421;56;4365;535;9
NR2008;1100;Mariatrost;ÖVP;Österreichische Volkspartei;2;4421;56;4365;1484;9
NR2008;1100;Mariatrost;GRÜNE;Die Grünen - Die Grüne Alternative;3;4421;56;4365;969;9
NR2008;1100;Mariatrost;FPÖ;Freiheitliche Partei Österreichs;4;4421;56;4365;482;9
NR2008;1100;Mariatrost;BZÖ;BZÖ-Mag. Ewald Stadler;5;4421;56;4365;494;9
NR2008;1100;Mariatrost;KPÖ;Kommunistische Partei Österreichs;6;4421;56;4365;48;9
NR2008;1100;Mariatrost;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;4421;56;4365;41;9
NR2008;1100;Mariatrost;LIF;Liberales Forum;8;4421;56;4365;215;9
NR2008;1100;Mariatrost;DC;Die Christen;9;4421;56;4365;28;9
NR2008;1100;Mariatrost;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;4421;56;4365;69;9
NR2008;1200;Andritz;SPÖ;Sozialdemokratische Partei Österreichs;1;9810;106;9704;2175;19
NR2008;1200;Andritz;ÖVP;Österreichische Volkspartei;2;9810;106;9704;2322;19
NR2008;1200;Andritz;GRÜNE;Die Grünen - Die Grüne Alternative;3;9810;106;9704;1873;19
NR2008;1200;Andritz;FPÖ;Freiheitliche Partei Österreichs;4;9810;106;9704;1394;19
NR2008;1200;Andritz;BZÖ;BZÖ-Mag. Ewald Stadler;5;9810;106;9704;1162;19
NR2008;1200;Andritz;KPÖ;Kommunistische Partei Österreichs;6;9810;106;9704;138;19
NR2008;1200;Andritz;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;9810;106;9704;104;19
NR2008;1200;Andritz;LIF;Liberales Forum;8;9810;106;9704;331;19
NR2008;1200;Andritz;DC;Die Christen;9;9810;106;9704;66;19
NR2008;1200;Andritz;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;9810;106;9704;139;19
NR2008;1300;Gösting;SPÖ;Sozialdemokratische Partei Österreichs;1;4655;58;4597;1269;12
NR2008;1300;Gösting;ÖVP;Österreichische Volkspartei;2;4655;58;4597;845;12
NR2008;1300;Gösting;GRÜNE;Die Grünen - Die Grüne Alternative;3;4655;58;4597;547;12
NR2008;1300;Gösting;FPÖ;Freiheitliche Partei Österreichs;4;4655;58;4597;919;12
NR2008;1300;Gösting;BZÖ;BZÖ-Mag. Ewald Stadler;5;4655;58;4597;680;12
NR2008;1300;Gösting;KPÖ;Kommunistische Partei Österreichs;6;4655;58;4597;108;12
NR2008;1300;Gösting;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;4655;58;4597;23;12
NR2008;1300;Gösting;LIF;Liberales Forum;8;4655;58;4597;126;12
NR2008;1300;Gösting;DC;Die Christen;9;4655;58;4597;16;12
NR2008;1300;Gösting;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;4655;58;4597;64;12
NR2008;1400;Eggenberg;SPÖ;Sozialdemokratische Partei Österreichs;1;8344;81;8263;2168;19
NR2008;1400;Eggenberg;ÖVP;Österreichische Volkspartei;2;8344;81;8263;1487;19
NR2008;1400;Eggenberg;GRÜNE;Die Grünen - Die Grüne Alternative;3;8344;81;8263;1190;19
NR2008;1400;Eggenberg;FPÖ;Freiheitliche Partei Österreichs;4;8344;81;8263;1657;19
NR2008;1400;Eggenberg;BZÖ;BZÖ-Mag. Ewald Stadler;5;8344;81;8263;1089;19
NR2008;1400;Eggenberg;KPÖ;Kommunistische Partei Österreichs;6;8344;81;8263;208;19
NR2008;1400;Eggenberg;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;8344;81;8263;68;19
NR2008;1400;Eggenberg;LIF;Liberales Forum;8;8344;81;8263;229;19
NR2008;1400;Eggenberg;DC;Die Christen;9;8344;81;8263;64;19
NR2008;1400;Eggenberg;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;8344;81;8263;103;19
NR2008;1500;Wetzelsdorf;SPÖ;Sozialdemokratische Partei Österreichs;1;6854;81;6773;1927;15
NR2008;1500;Wetzelsdorf;ÖVP;Österreichische Volkspartei;2;6854;81;6773;1149;15
NR2008;1500;Wetzelsdorf;GRÜNE;Die Grünen - Die Grüne Alternative;3;6854;81;6773;711;15
NR2008;1500;Wetzelsdorf;FPÖ;Freiheitliche Partei Österreichs;4;6854;81;6773;1473;15
NR2008;1500;Wetzelsdorf;BZÖ;BZÖ-Mag. Ewald Stadler;5;6854;81;6773;1022;15
NR2008;1500;Wetzelsdorf;KPÖ;Kommunistische Partei Österreichs;6;6854;81;6773;170;15
NR2008;1500;Wetzelsdorf;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;6854;81;6773;43;15
NR2008;1500;Wetzelsdorf;LIF;Liberales Forum;8;6854;81;6773;172;15
NR2008;1500;Wetzelsdorf;DC;Die Christen;9;6854;81;6773;30;15
NR2008;1500;Wetzelsdorf;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;6854;81;6773;76;15
NR2008;1600;Straßgang;SPÖ;Sozialdemokratische Partei Österreichs;1;6871;95;6776;1935;14
NR2008;1600;Straßgang;ÖVP;Österreichische Volkspartei;2;6871;95;6776;1210;14
NR2008;1600;Straßgang;GRÜNE;Die Grünen - Die Grüne Alternative;3;6871;95;6776;706;14
NR2008;1600;Straßgang;FPÖ;Freiheitliche Partei Österreichs;4;6871;95;6776;1360;14
NR2008;1600;Straßgang;BZÖ;BZÖ-Mag. Ewald Stadler;5;6871;95;6776;1057;14
NR2008;1600;Straßgang;KPÖ;Kommunistische Partei Österreichs;6;6871;95;6776;147;14
NR2008;1600;Straßgang;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;6871;95;6776;48;14
NR2008;1600;Straßgang;LIF;Liberales Forum;8;6871;95;6776;166;14
NR2008;1600;Straßgang;DC;Die Christen;9;6871;95;6776;57;14
NR2008;1600;Straßgang;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;6871;95;6776;90;14
NR2008;1700;Puntigam;SPÖ;Sozialdemokratische Partei Österreichs;1;3281;38;3243;826;7
NR2008;1700;Puntigam;ÖVP;Österreichische Volkspartei;2;3281;38;3243;570;7
NR2008;1700;Puntigam;GRÜNE;Die Grünen - Die Grüne Alternative;3;3281;38;3243;291;7
NR2008;1700;Puntigam;FPÖ;Freiheitliche Partei Österreichs;4;3281;38;3243;801;7
NR2008;1700;Puntigam;BZÖ;BZÖ-Mag. Ewald Stadler;5;3281;38;3243;539;7
NR2008;1700;Puntigam;KPÖ;Kommunistische Partei Österreichs;6;3281;38;3243;50;7
NR2008;1700;Puntigam;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;3281;38;3243;23;7
NR2008;1700;Puntigam;LIF;Liberales Forum;8;3281;38;3243;73;7
NR2008;1700;Puntigam;DC;Die Christen;9;3281;38;3243;22;7
NR2008;1700;Puntigam;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;3281;38;3243;48;7
NR2008;2800;Wahlkarten - Wahllokale;SPÖ;Sozialdemokratische Partei Österreichs;1;1224;25;1199;424;4
NR2008;2800;Wahlkarten - Wahllokale;ÖVP;Österreichische Volkspartei;2;1224;25;1199;404;4
NR2008;2800;Wahlkarten - Wahllokale;GRÜNE;Die Grünen - Die Grüne Alternative;3;1224;25;1199;111;4
NR2008;2800;Wahlkarten - Wahllokale;FPÖ;Freiheitliche Partei Österreichs;4;1224;25;1199;105;4
NR2008;2800;Wahlkarten - Wahllokale;BZÖ;BZÖ-Mag. Ewald Stadler;5;1224;25;1199;98;4
NR2008;2800;Wahlkarten - Wahllokale;KPÖ;Kommunistische Partei Österreichs;6;1224;25;1199;17;4
NR2008;2800;Wahlkarten - Wahllokale;RETTÖ;Unabhängige Bürgerinitiative Rettet Österreich;7;1224;25;1199;3;4
NR2008;2800;Wahlkarten - Wahllokale;LIF;Liberales Forum;8;1224;25;1199;26;4
NR2008;2800;Wahlkarten - Wahllokale;DC;Die Christen;9;1224;25;1199;7;4
NR2008;2800;Wahlkarten - Wahllokale;FRITZ;Bürgerforum Österreich Liste Fritz Dinkhauser;10;1224;25;1199;4;4
