wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen
LT2010;1102;KPÖ;Kommunistische Partei Österreichs;3;405;8;397;31
LT2010;1102;GRÜNE;Die Grünen - Die Grüne Alternative;4;405;8;397;62
LT2010;1102;FPÖ;Freiheitliche Partei Österreichs;5;405;8;397;30
LT2010;1102;BZÖ;Bündnis Zukunft Österreich;6;405;8;397;21
LT2010;1102;CPÖ;Christliche Partei Österreichs;8;405;8;397;1
LT2010;1103;SPÖ;Sozialdemokratische Partei Österreichs;1;398;6;392;92
LT2010;1103;ÖVP;Österreichische Volkspartei;2;398;6;392;162
LT2010;1103;KPÖ;Kommunistische Partei Österreichs;3;398;6;392;41
LT2010;1103;GRÜNE;Die Grünen - Die Grüne Alternative;4;398;6;392;69
LT2010;1103;FPÖ;Freiheitliche Partei Österreichs;5;398;6;392;14
LT2010;1103;BZÖ;Bündnis Zukunft Österreich;6;398;6;392;13
LT2010;1103;CPÖ;Christliche Partei Österreichs;8;398;6;392;1
LT2010;1104;SPÖ;Sozialdemokratische Partei Österreichs;1;396;4;392;87
LT2010;1104;ÖVP;Österreichische Volkspartei;2;396;4;392;137
LT2010;1104;KPÖ;Kommunistische Partei Österreichs;3;396;4;392;32
LT2010;1104;GRÜNE;Die Grünen - Die Grüne Alternative;4;396;4;392;71
LT2010;1104;FPÖ;Freiheitliche Partei Österreichs;5;396;4;392;38
LT2010;1104;BZÖ;Bündnis Zukunft Österreich;6;396;4;392;21
LT2010;1104;CPÖ;Christliche Partei Österreichs;8;396;4;392;6
LT2010;1105;SPÖ;Sozialdemokratische Partei Österreichs;1;425;4;421;66
LT2010;1105;ÖVP;Österreichische Volkspartei;2;425;4;421;193
LT2010;1105;KPÖ;Kommunistische Partei Österreichs;3;425;4;421;37
LT2010;1105;GRÜNE;Die Grünen - Die Grüne Alternative;4;425;4;421;61
LT2010;1105;FPÖ;Freiheitliche Partei Österreichs;5;425;4;421;50
LT2010;1105;BZÖ;Bündnis Zukunft Österreich;6;425;4;421;11
LT2010;1105;CPÖ;Christliche Partei Österreichs;8;425;4;421;3
LT2010;1106;SPÖ;Sozialdemokratische Partei Österreichs;1;465;17;448;109
LT2010;1106;ÖVP;Österreichische Volkspartei;2;465;17;448;181
LT2010;1106;KPÖ;Kommunistische Partei Österreichs;3;465;17;448;25
LT2010;1106;GRÜNE;Die Grünen - Die Grüne Alternative;4;465;17;448;75
LT2010;1106;FPÖ;Freiheitliche Partei Österreichs;5;465;17;448;37
LT2010;1106;BZÖ;Bündnis Zukunft Österreich;6;465;17;448;9
LT2010;1106;CPÖ;Christliche Partei Österreichs;8;465;17;448;12
LT2010;1107;SPÖ;Sozialdemokratische Partei Österreichs;1;426;10;416;91
LT2010;1107;ÖVP;Österreichische Volkspartei;2;426;10;416;162
LT2010;1107;KPÖ;Kommunistische Partei Österreichs;3;426;10;416;35
LT2010;1107;GRÜNE;Die Grünen - Die Grüne Alternative;4;426;10;416;91
LT2010;1107;FPÖ;Freiheitliche Partei Österreichs;5;426;10;416;25
LT2010;1107;BZÖ;Bündnis Zukunft Österreich;6;426;10;416;11
LT2010;1107;CPÖ;Christliche Partei Österreichs;8;426;10;416;1
LT2010;1108;SPÖ;Sozialdemokratische Partei Österreichs;1;477;14;463;118
LT2010;1108;ÖVP;Österreichische Volkspartei;2;477;14;463;183
LT2010;1108;KPÖ;Kommunistische Partei Österreichs;3;477;14;463;38
LT2010;1108;GRÜNE;Die Grünen - Die Grüne Alternative;4;477;14;463;49
LT2010;1108;FPÖ;Freiheitliche Partei Österreichs;5;477;14;463;47
LT2010;1108;BZÖ;Bündnis Zukunft Österreich;6;477;14;463;22
LT2010;1108;CPÖ;Christliche Partei Österreichs;8;477;14;463;6
LT2010;1109;SPÖ;Sozialdemokratische Partei Österreichs;1;560;9;551;134
LT2010;1109;ÖVP;Österreichische Volkspartei;2;560;9;551;247
LT2010;1109;KPÖ;Kommunistische Partei Österreichs;3;560;9;551;31
LT2010;1109;GRÜNE;Die Grünen - Die Grüne Alternative;4;560;9;551;72
LT2010;1109;FPÖ;Freiheitliche Partei Österreichs;5;560;9;551;43
LT2010;1109;BZÖ;Bündnis Zukunft Österreich;6;560;9;551;19
LT2010;1109;CPÖ;Christliche Partei Österreichs;8;560;9;551;5
LT2010;1201;SPÖ;Sozialdemokratische Partei Österreichs;1;423;8;415;131
LT2010;1201;ÖVP;Österreichische Volkspartei;2;423;8;415;99
LT2010;1201;KPÖ;Kommunistische Partei Österreichs;3;423;8;415;49
LT2010;1201;GRÜNE;Die Grünen - Die Grüne Alternative;4;423;8;415;54
LT2010;1201;FPÖ;Freiheitliche Partei Österreichs;5;423;8;415;61
LT2010;1201;BZÖ;Bündnis Zukunft Österreich;6;423;8;415;19
LT2010;1201;CPÖ;Christliche Partei Österreichs;8;423;8;415;2
LT2010;1202;SPÖ;Sozialdemokratische Partei Österreichs;1;349;9;340;118
LT2010;1202;ÖVP;Österreichische Volkspartei;2;349;9;340;111
LT2010;1202;KPÖ;Kommunistische Partei Österreichs;3;349;9;340;26
LT2010;1202;GRÜNE;Die Grünen - Die Grüne Alternative;4;349;9;340;24
LT2010;1202;FPÖ;Freiheitliche Partei Österreichs;5;349;9;340;54
LT2010;1202;BZÖ;Bündnis Zukunft Österreich;6;349;9;340;3
LT2010;1202;CPÖ;Christliche Partei Österreichs;8;349;9;340;4
LT2010;1203;SPÖ;Sozialdemokratische Partei Österreichs;1;426;8;418;160
LT2010;1203;ÖVP;Österreichische Volkspartei;2;426;8;418;122
LT2010;1203;KPÖ;Kommunistische Partei Österreichs;3;426;8;418;33
LT2010;1203;GRÜNE;Die Grünen - Die Grüne Alternative;4;426;8;418;41
LT2010;1203;FPÖ;Freiheitliche Partei Österreichs;5;426;8;418;40
LT2010;1203;BZÖ;Bündnis Zukunft Österreich;6;426;8;418;15
LT2010;1203;CPÖ;Christliche Partei Österreichs;8;426;8;418;7
LT2010;1204;SPÖ;Sozialdemokratische Partei Österreichs;1;549;10;539;167
LT2010;1204;ÖVP;Österreichische Volkspartei;2;549;10;539;190
LT2010;1204;KPÖ;Kommunistische Partei Österreichs;3;549;10;539;32
LT2010;1204;GRÜNE;Die Grünen - Die Grüne Alternative;4;549;10;539;93
LT2010;1204;FPÖ;Freiheitliche Partei Österreichs;5;549;10;539;41
LT2010;1204;BZÖ;Bündnis Zukunft Österreich;6;549;10;539;13
LT2010;1204;CPÖ;Christliche Partei Österreichs;8;549;10;539;3
LT2010;1205;SPÖ;Sozialdemokratische Partei Österreichs;1;438;7;431;136
LT2010;1205;ÖVP;Österreichische Volkspartei;2;438;7;431;129
LT2010;1205;KPÖ;Kommunistische Partei Österreichs;3;438;7;431;37
LT2010;1205;GRÜNE;Die Grünen - Die Grüne Alternative;4;438;7;431;65
LT2010;1205;FPÖ;Freiheitliche Partei Österreichs;5;438;7;431;55
LT2010;1205;BZÖ;Bündnis Zukunft Österreich;6;438;7;431;6
LT2010;1205;CPÖ;Christliche Partei Österreichs;8;438;7;431;3
LT2010;1206;SPÖ;Sozialdemokratische Partei Österreichs;1;357;8;349;99
LT2010;1206;ÖVP;Österreichische Volkspartei;2;357;8;349;108
LT2010;1206;KPÖ;Kommunistische Partei Österreichs;3;357;8;349;32
LT2010;1206;GRÜNE;Die Grünen - Die Grüne Alternative;4;357;8;349;69
LT2010;1206;FPÖ;Freiheitliche Partei Österreichs;5;357;8;349;32
LT2010;1206;BZÖ;Bündnis Zukunft Österreich;6;357;8;349;7
LT2010;1206;CPÖ;Christliche Partei Österreichs;8;357;8;349;2
LT2010;1207;SPÖ;Sozialdemokratische Partei Österreichs;1;397;4;393;136
LT2010;1207;ÖVP;Österreichische Volkspartei;2;397;4;393;126
LT2010;1207;KPÖ;Kommunistische Partei Österreichs;3;397;4;393;28
LT2010;1207;GRÜNE;Die Grünen - Die Grüne Alternative;4;397;4;393;43
LT2010;1207;FPÖ;Freiheitliche Partei Österreichs;5;397;4;393;42
LT2010;1207;BZÖ;Bündnis Zukunft Österreich;6;397;4;393;11
LT2010;1207;CPÖ;Christliche Partei Österreichs;8;397;4;393;7
LT2010;1208;SPÖ;Sozialdemokratische Partei Österreichs;1;365;4;361;146
LT2010;1208;ÖVP;Österreichische Volkspartei;2;365;4;361;74
LT2010;1208;KPÖ;Kommunistische Partei Österreichs;3;365;4;361;34
LT2010;1208;GRÜNE;Die Grünen - Die Grüne Alternative;4;365;4;361;45
LT2010;1208;FPÖ;Freiheitliche Partei Österreichs;5;365;4;361;50
LT2010;1208;BZÖ;Bündnis Zukunft Österreich;6;365;4;361;6
LT2010;1208;CPÖ;Christliche Partei Österreichs;8;365;4;361;6
LT2010;1209;SPÖ;Sozialdemokratische Partei Österreichs;1;450;6;444;163
LT2010;1209;ÖVP;Österreichische Volkspartei;2;450;6;444;135
LT2010;1209;KPÖ;Kommunistische Partei Österreichs;3;450;6;444;35
LT2010;1209;GRÜNE;Die Grünen - Die Grüne Alternative;4;450;6;444;64
LT2010;1209;FPÖ;Freiheitliche Partei Österreichs;5;450;6;444;33
LT2010;1209;BZÖ;Bündnis Zukunft Österreich;6;450;6;444;8
LT2010;1209;CPÖ;Christliche Partei Österreichs;8;450;6;444;6
LT2010;1210;SPÖ;Sozialdemokratische Partei Österreichs;1;444;9;435;152
LT2010;1210;ÖVP;Österreichische Volkspartei;2;444;9;435;111
LT2010;1210;KPÖ;Kommunistische Partei Österreichs;3;444;9;435;36
LT2010;1210;GRÜNE;Die Grünen - Die Grüne Alternative;4;444;9;435;87
LT2010;1210;FPÖ;Freiheitliche Partei Österreichs;5;444;9;435;40
LT2010;1210;BZÖ;Bündnis Zukunft Österreich;6;444;9;435;4
LT2010;1210;CPÖ;Christliche Partei Österreichs;8;444;9;435;5
LT2010;1211;SPÖ;Sozialdemokratische Partei Österreichs;1;382;3;379;139
LT2010;1211;ÖVP;Österreichische Volkspartei;2;382;3;379;98
LT2010;1211;KPÖ;Kommunistische Partei Österreichs;3;382;3;379;44
LT2010;1211;GRÜNE;Die Grünen - Die Grüne Alternative;4;382;3;379;32
LT2010;1211;FPÖ;Freiheitliche Partei Österreichs;5;382;3;379;39
LT2010;1211;BZÖ;Bündnis Zukunft Österreich;6;382;3;379;20
LT2010;1211;CPÖ;Christliche Partei Österreichs;8;382;3;379;7
LT2010;1212;SPÖ;Sozialdemokratische Partei Österreichs;1;435;7;428;110
LT2010;1212;ÖVP;Österreichische Volkspartei;2;435;7;428;146
LT2010;1212;KPÖ;Kommunistische Partei Österreichs;3;435;7;428;44
LT2010;1212;GRÜNE;Die Grünen - Die Grüne Alternative;4;435;7;428;79
LT2010;1212;FPÖ;Freiheitliche Partei Österreichs;5;435;7;428;35
LT2010;1212;BZÖ;Bündnis Zukunft Österreich;6;435;7;428;8
LT2010;1212;CPÖ;Christliche Partei Österreichs;8;435;7;428;6
LT2010;1213;SPÖ;Sozialdemokratische Partei Österreichs;1;460;4;456;142
LT2010;1213;ÖVP;Österreichische Volkspartei;2;460;4;456;184
LT2010;1213;KPÖ;Kommunistische Partei Österreichs;3;460;4;456;26
LT2010;1213;GRÜNE;Die Grünen - Die Grüne Alternative;4;460;4;456;41
LT2010;1213;FPÖ;Freiheitliche Partei Österreichs;5;460;4;456;41
LT2010;1213;BZÖ;Bündnis Zukunft Österreich;6;460;4;456;14
LT2010;1213;CPÖ;Christliche Partei Österreichs;8;460;4;456;8
LT2010;1214;SPÖ;Sozialdemokratische Partei Österreichs;1;408;7;401;133
LT2010;1214;ÖVP;Österreichische Volkspartei;2;408;7;401;118
LT2010;1214;KPÖ;Kommunistische Partei Österreichs;3;408;7;401;31
LT2010;1214;GRÜNE;Die Grünen - Die Grüne Alternative;4;408;7;401;61
LT2010;1214;FPÖ;Freiheitliche Partei Österreichs;5;408;7;401;39
LT2010;1214;BZÖ;Bündnis Zukunft Österreich;6;408;7;401;12
LT2010;1214;CPÖ;Christliche Partei Österreichs;8;408;7;401;7
LT2010;1215;SPÖ;Sozialdemokratische Partei Österreichs;1;449;8;441;143
LT2010;1215;ÖVP;Österreichische Volkspartei;2;449;8;441;124
LT2010;1215;KPÖ;Kommunistische Partei Österreichs;3;449;8;441;51
LT2010;1215;GRÜNE;Die Grünen - Die Grüne Alternative;4;449;8;441;60
LT2010;1215;FPÖ;Freiheitliche Partei Österreichs;5;449;8;441;44
LT2010;1215;BZÖ;Bündnis Zukunft Österreich;6;449;8;441;16
LT2010;1215;CPÖ;Christliche Partei Österreichs;8;449;8;441;3
LT2010;1216;SPÖ;Sozialdemokratische Partei Österreichs;1;462;5;457;142
LT2010;1216;ÖVP;Österreichische Volkspartei;2;462;5;457;150
LT2010;1216;KPÖ;Kommunistische Partei Österreichs;3;462;5;457;31
LT2010;1216;GRÜNE;Die Grünen - Die Grüne Alternative;4;462;5;457;55
LT2010;1216;FPÖ;Freiheitliche Partei Österreichs;5;462;5;457;58
LT2010;1216;BZÖ;Bündnis Zukunft Österreich;6;462;5;457;15
LT2010;1216;CPÖ;Christliche Partei Österreichs;8;462;5;457;6
LT2010;1217;SPÖ;Sozialdemokratische Partei Österreichs;1;475;12;463;137
LT2010;1217;ÖVP;Österreichische Volkspartei;2;475;12;463;144
LT2010;1217;KPÖ;Kommunistische Partei Österreichs;3;475;12;463;47
LT2010;1217;GRÜNE;Die Grünen - Die Grüne Alternative;4;475;12;463;65
LT2010;1217;FPÖ;Freiheitliche Partei Österreichs;5;475;12;463;50
LT2010;1217;BZÖ;Bündnis Zukunft Österreich;6;475;12;463;12
LT2010;1217;CPÖ;Christliche Partei Österreichs;8;475;12;463;8
LT2010;1218;SPÖ;Sozialdemokratische Partei Österreichs;1;494;7;487;148
LT2010;1218;ÖVP;Österreichische Volkspartei;2;494;7;487;181
LT2010;1218;KPÖ;Kommunistische Partei Österreichs;3;494;7;487;20
LT2010;1218;GRÜNE;Die Grünen - Die Grüne Alternative;4;494;7;487;40
LT2010;1218;FPÖ;Freiheitliche Partei Österreichs;5;494;7;487;74
LT2010;1218;BZÖ;Bündnis Zukunft Österreich;6;494;7;487;17
LT2010;1218;CPÖ;Christliche Partei Österreichs;8;494;7;487;7
LT2010;1219;SPÖ;Sozialdemokratische Partei Österreichs;1;453;8;445;122
LT2010;1219;ÖVP;Österreichische Volkspartei;2;453;8;445;176
LT2010;1219;KPÖ;Kommunistische Partei Österreichs;3;453;8;445;24
LT2010;1219;GRÜNE;Die Grünen - Die Grüne Alternative;4;453;8;445;58
LT2010;1219;FPÖ;Freiheitliche Partei Österreichs;5;453;8;445;35
LT2010;1219;BZÖ;Bündnis Zukunft Österreich;6;453;8;445;25
LT2010;1219;CPÖ;Christliche Partei Österreichs;8;453;8;445;5
LT2010;1301;SPÖ;Sozialdemokratische Partei Österreichs;1;361;4;357;136
LT2010;1301;ÖVP;Österreichische Volkspartei;2;361;4;357;80
LT2010;1301;KPÖ;Kommunistische Partei Österreichs;3;361;4;357;24
LT2010;1301;GRÜNE;Die Grünen - Die Grüne Alternative;4;361;4;357;17
LT2010;1301;FPÖ;Freiheitliche Partei Österreichs;5;361;4;357;85
LT2010;1301;BZÖ;Bündnis Zukunft Österreich;6;361;4;357;12
LT2010;1301;CPÖ;Christliche Partei Österreichs;8;361;4;357;3
LT2010;1302;SPÖ;Sozialdemokratische Partei Österreichs;1;407;8;399;128
LT2010;1302;ÖVP;Österreichische Volkspartei;2;407;8;399;128
LT2010;1302;KPÖ;Kommunistische Partei Österreichs;3;407;8;399;29
LT2010;1302;GRÜNE;Die Grünen - Die Grüne Alternative;4;407;8;399;40
LT2010;1302;FPÖ;Freiheitliche Partei Österreichs;5;407;8;399;55
LT2010;1302;BZÖ;Bündnis Zukunft Österreich;6;407;8;399;15
LT2010;1302;CPÖ;Christliche Partei Österreichs;8;407;8;399;4
LT2010;1303;SPÖ;Sozialdemokratische Partei Österreichs;1;252;0;252;124
LT2010;1303;ÖVP;Österreichische Volkspartei;2;252;0;252;47
LT2010;1303;KPÖ;Kommunistische Partei Österreichs;3;252;0;252;14
LT2010;1303;GRÜNE;Die Grünen - Die Grüne Alternative;4;252;0;252;8
LT2010;1303;FPÖ;Freiheitliche Partei Österreichs;5;252;0;252;46
LT2010;1303;BZÖ;Bündnis Zukunft Österreich;6;252;0;252;13
LT2010;1303;CPÖ;Christliche Partei Österreichs;8;252;0;252;0
LT2010;1304;SPÖ;Sozialdemokratische Partei Österreichs;1;330;6;324;134
LT2010;1304;ÖVP;Österreichische Volkspartei;2;330;6;324;64
LT2010;1304;KPÖ;Kommunistische Partei Österreichs;3;330;6;324;27
LT2010;1304;GRÜNE;Die Grünen - Die Grüne Alternative;4;330;6;324;26
LT2010;1304;FPÖ;Freiheitliche Partei Österreichs;5;330;6;324;54
LT2010;1304;BZÖ;Bündnis Zukunft Österreich;6;330;6;324;18
LT2010;1304;CPÖ;Christliche Partei Österreichs;8;330;6;324;1
LT2010;1305;SPÖ;Sozialdemokratische Partei Österreichs;1;340;2;338;127
LT2010;1305;ÖVP;Österreichische Volkspartei;2;340;2;338;93
LT2010;1305;KPÖ;Kommunistische Partei Österreichs;3;340;2;338;30
LT2010;1305;GRÜNE;Die Grünen - Die Grüne Alternative;4;340;2;338;26
LT2010;1305;FPÖ;Freiheitliche Partei Österreichs;5;340;2;338;48
LT2010;1305;BZÖ;Bündnis Zukunft Österreich;6;340;2;338;12
LT2010;1305;CPÖ;Christliche Partei Österreichs;8;340;2;338;2
LT2010;1306;SPÖ;Sozialdemokratische Partei Österreichs;1;333;7;326;94
LT2010;1306;ÖVP;Österreichische Volkspartei;2;333;7;326;106
LT2010;1306;KPÖ;Kommunistische Partei Österreichs;3;333;7;326;31
LT2010;1306;GRÜNE;Die Grünen - Die Grüne Alternative;4;333;7;326;43
LT2010;1306;FPÖ;Freiheitliche Partei Österreichs;5;333;7;326;34
LT2010;1306;BZÖ;Bündnis Zukunft Österreich;6;333;7;326;15
LT2010;1306;CPÖ;Christliche Partei Österreichs;8;333;7;326;3
LT2010;1307;SPÖ;Sozialdemokratische Partei Österreichs;1;273;3;270;130
LT2010;1307;ÖVP;Österreichische Volkspartei;2;273;3;270;20
LT2010;1307;KPÖ;Kommunistische Partei Österreichs;3;273;3;270;13
LT2010;1307;GRÜNE;Die Grünen - Die Grüne Alternative;4;273;3;270;12
LT2010;1307;FPÖ;Freiheitliche Partei Österreichs;5;273;3;270;72
LT2010;1307;BZÖ;Bündnis Zukunft Österreich;6;273;3;270;22
LT2010;1307;CPÖ;Christliche Partei Österreichs;8;273;3;270;1
LT2010;1308;SPÖ;Sozialdemokratische Partei Österreichs;1;377;1;376;133
LT2010;1308;ÖVP;Österreichische Volkspartei;2;377;1;376;92
LT2010;1308;KPÖ;Kommunistische Partei Österreichs;3;377;1;376;30
LT2010;1308;GRÜNE;Die Grünen - Die Grüne Alternative;4;377;1;376;27
LT2010;1308;FPÖ;Freiheitliche Partei Österreichs;5;377;1;376;80
LT2010;1308;BZÖ;Bündnis Zukunft Österreich;6;377;1;376;12
LT2010;1308;CPÖ;Christliche Partei Österreichs;8;377;1;376;2
LT2010;1309;SPÖ;Sozialdemokratische Partei Österreichs;1;333;0;333;117
LT2010;1309;ÖVP;Österreichische Volkspartei;2;333;0;333;105
LT2010;1309;KPÖ;Kommunistische Partei Österreichs;3;333;0;333;24
LT2010;1309;GRÜNE;Die Grünen - Die Grüne Alternative;4;333;0;333;20
LT2010;1309;FPÖ;Freiheitliche Partei Österreichs;5;333;0;333;41
LT2010;1309;BZÖ;Bündnis Zukunft Österreich;6;333;0;333;21
LT2010;1309;CPÖ;Christliche Partei Österreichs;8;333;0;333;5
LT2010;1310;SPÖ;Sozialdemokratische Partei Österreichs;1;380;5;375;110
LT2010;1310;ÖVP;Österreichische Volkspartei;2;380;5;375;85
LT2010;1310;KPÖ;Kommunistische Partei Österreichs;3;380;5;375;44
LT2010;1310;GRÜNE;Die Grünen - Die Grüne Alternative;4;380;5;375;51
LT2010;1310;FPÖ;Freiheitliche Partei Österreichs;5;380;5;375;47
LT2010;1310;BZÖ;Bündnis Zukunft Österreich;6;380;5;375;33
LT2010;1310;CPÖ;Christliche Partei Österreichs;8;380;5;375;5
LT2010;1311;SPÖ;Sozialdemokratische Partei Österreichs;1;277;3;274;88
LT2010;1311;ÖVP;Österreichische Volkspartei;2;277;3;274;76
LT2010;1311;KPÖ;Kommunistische Partei Österreichs;3;277;3;274;28
LT2010;1311;GRÜNE;Die Grünen - Die Grüne Alternative;4;277;3;274;17
LT2010;1311;FPÖ;Freiheitliche Partei Österreichs;5;277;3;274;48
LT2010;1311;BZÖ;Bündnis Zukunft Österreich;6;277;3;274;14
LT2010;1311;CPÖ;Christliche Partei Österreichs;8;277;3;274;3
LT2010;1312;SPÖ;Sozialdemokratische Partei Österreichs;1;160;3;157;52
LT2010;1312;ÖVP;Österreichische Volkspartei;2;160;3;157;41
LT2010;1312;KPÖ;Kommunistische Partei Österreichs;3;160;3;157;20
LT2010;1312;GRÜNE;Die Grünen - Die Grüne Alternative;4;160;3;157;8
LT2010;1312;FPÖ;Freiheitliche Partei Österreichs;5;160;3;157;19
LT2010;1312;BZÖ;Bündnis Zukunft Österreich;6;160;3;157;16
LT2010;1312;CPÖ;Christliche Partei Österreichs;8;160;3;157;1
LT2010;1401;SPÖ;Sozialdemokratische Partei Österreichs;1;398;2;396;156
LT2010;1401;ÖVP;Österreichische Volkspartei;2;398;2;396;92
LT2010;1401;KPÖ;Kommunistische Partei Österreichs;3;398;2;396;41
LT2010;1401;GRÜNE;Die Grünen - Die Grüne Alternative;4;398;2;396;50
LT2010;1401;FPÖ;Freiheitliche Partei Österreichs;5;398;2;396;43
LT2010;1401;BZÖ;Bündnis Zukunft Österreich;6;398;2;396;12
LT2010;1401;CPÖ;Christliche Partei Österreichs;8;398;2;396;2
LT2010;1402;SPÖ;Sozialdemokratische Partei Österreichs;1;375;1;374;120
LT2010;1402;ÖVP;Österreichische Volkspartei;2;375;1;374;93
LT2010;1402;KPÖ;Kommunistische Partei Österreichs;3;375;1;374;33
LT2010;1402;GRÜNE;Die Grünen - Die Grüne Alternative;4;375;1;374;25
LT2010;1402;FPÖ;Freiheitliche Partei Österreichs;5;375;1;374;83
LT2010;1402;BZÖ;Bündnis Zukunft Österreich;6;375;1;374;19
LT2010;1402;CPÖ;Christliche Partei Österreichs;8;375;1;374;1
LT2010;1403;SPÖ;Sozialdemokratische Partei Österreichs;1;296;1;295;162
LT2010;1403;ÖVP;Österreichische Volkspartei;2;296;1;295;36
LT2010;1403;KPÖ;Kommunistische Partei Österreichs;3;296;1;295;21
LT2010;1403;GRÜNE;Die Grünen - Die Grüne Alternative;4;296;1;295;18
LT2010;1403;FPÖ;Freiheitliche Partei Österreichs;5;296;1;295;43
LT2010;1403;BZÖ;Bündnis Zukunft Österreich;6;296;1;295;11
LT2010;1403;CPÖ;Christliche Partei Österreichs;8;296;1;295;4
LT2010;1404;SPÖ;Sozialdemokratische Partei Österreichs;1;309;1;308;102
LT2010;1404;ÖVP;Österreichische Volkspartei;2;309;1;308;62
LT2010;1404;KPÖ;Kommunistische Partei Österreichs;3;309;1;308;22
LT2010;1404;GRÜNE;Die Grünen - Die Grüne Alternative;4;309;1;308;31
LT2010;1404;FPÖ;Freiheitliche Partei Österreichs;5;309;1;308;74
LT2010;1404;BZÖ;Bündnis Zukunft Österreich;6;309;1;308;12
LT2010;1404;CPÖ;Christliche Partei Österreichs;8;309;1;308;5
LT2010;1405;SPÖ;Sozialdemokratische Partei Österreichs;1;313;1;312;85
LT2010;1405;ÖVP;Österreichische Volkspartei;2;313;1;312;89
LT2010;1405;KPÖ;Kommunistische Partei Österreichs;3;313;1;312;28
LT2010;1405;GRÜNE;Die Grünen - Die Grüne Alternative;4;313;1;312;42
LT2010;1405;FPÖ;Freiheitliche Partei Österreichs;5;313;1;312;50
LT2010;1405;BZÖ;Bündnis Zukunft Österreich;6;313;1;312;12
LT2010;1405;CPÖ;Christliche Partei Österreichs;8;313;1;312;6
LT2010;1406;SPÖ;Sozialdemokratische Partei Österreichs;1;312;1;311;106
LT2010;1406;ÖVP;Österreichische Volkspartei;2;312;1;311;68
LT2010;1406;KPÖ;Kommunistische Partei Österreichs;3;312;1;311;41
LT2010;1406;GRÜNE;Die Grünen - Die Grüne Alternative;4;312;1;311;19
LT2010;1406;FPÖ;Freiheitliche Partei Österreichs;5;312;1;311;63
LT2010;1406;BZÖ;Bündnis Zukunft Österreich;6;312;1;311;11
LT2010;1406;CPÖ;Christliche Partei Österreichs;8;312;1;311;3
LT2010;1407;SPÖ;Sozialdemokratische Partei Österreichs;1;333;3;330;125
LT2010;1407;ÖVP;Österreichische Volkspartei;2;333;3;330;55
LT2010;1407;KPÖ;Kommunistische Partei Österreichs;3;333;3;330;25
LT2010;1407;GRÜNE;Die Grünen - Die Grüne Alternative;4;333;3;330;25
LT2010;1407;FPÖ;Freiheitliche Partei Österreichs;5;333;3;330;77
LT2010;1407;BZÖ;Bündnis Zukunft Österreich;6;333;3;330;20
LT2010;1407;CPÖ;Christliche Partei Österreichs;8;333;3;330;3
LT2010;1408;SPÖ;Sozialdemokratische Partei Österreichs;1;425;3;422;133
LT2010;1408;ÖVP;Österreichische Volkspartei;2;425;3;422;105
LT2010;1408;KPÖ;Kommunistische Partei Österreichs;3;425;3;422;32
LT2010;1408;GRÜNE;Die Grünen - Die Grüne Alternative;4;425;3;422;59
LT2010;1408;FPÖ;Freiheitliche Partei Österreichs;5;425;3;422;71
LT2010;1408;BZÖ;Bündnis Zukunft Österreich;6;425;3;422;18
LT2010;1408;CPÖ;Christliche Partei Österreichs;8;425;3;422;4
LT2010;1409;SPÖ;Sozialdemokratische Partei Österreichs;1;416;2;414;124
LT2010;1409;ÖVP;Österreichische Volkspartei;2;416;2;414;101
LT2010;1409;KPÖ;Kommunistische Partei Österreichs;3;416;2;414;49
LT2010;1409;GRÜNE;Die Grünen - Die Grüne Alternative;4;416;2;414;33
LT2010;1409;FPÖ;Freiheitliche Partei Österreichs;5;416;2;414;77
LT2010;1409;BZÖ;Bündnis Zukunft Österreich;6;416;2;414;23
LT2010;1409;CPÖ;Christliche Partei Österreichs;8;416;2;414;7
LT2010;1410;SPÖ;Sozialdemokratische Partei Österreichs;1;451;4;447;108
LT2010;1410;ÖVP;Österreichische Volkspartei;2;451;4;447;153
LT2010;1410;KPÖ;Kommunistische Partei Österreichs;3;451;4;447;44
LT2010;1410;GRÜNE;Die Grünen - Die Grüne Alternative;4;451;4;447;52
LT2010;1410;FPÖ;Freiheitliche Partei Österreichs;5;451;4;447;61
LT2010;1410;BZÖ;Bündnis Zukunft Österreich;6;451;4;447;24
LT2010;1410;CPÖ;Christliche Partei Österreichs;8;451;4;447;5
LT2010;1411;SPÖ;Sozialdemokratische Partei Österreichs;1;342;6;336;124
LT2010;1411;ÖVP;Österreichische Volkspartei;2;342;6;336;89
LT2010;1411;KPÖ;Kommunistische Partei Österreichs;3;342;6;336;32
LT2010;1411;GRÜNE;Die Grünen - Die Grüne Alternative;4;342;6;336;21
LT2010;1411;FPÖ;Freiheitliche Partei Österreichs;5;342;6;336;59
LT2010;1411;BZÖ;Bündnis Zukunft Österreich;6;342;6;336;9
LT2010;1411;CPÖ;Christliche Partei Österreichs;8;342;6;336;2
LT2010;1412;SPÖ;Sozialdemokratische Partei Österreichs;1;301;4;297;130
LT2010;1412;ÖVP;Österreichische Volkspartei;2;301;4;297;57
LT2010;1412;KPÖ;Kommunistische Partei Österreichs;3;301;4;297;27
LT2010;1412;GRÜNE;Die Grünen - Die Grüne Alternative;4;301;4;297;16
LT2010;1412;FPÖ;Freiheitliche Partei Österreichs;5;301;4;297;53
