wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen
LT2010;1412;BZÖ;Bündnis Zukunft Österreich;6;301;4;297;10
LT2010;1412;CPÖ;Christliche Partei Österreichs;8;301;4;297;4
LT2010;1413;SPÖ;Sozialdemokratische Partei Österreichs;1;317;3;314;141
LT2010;1413;ÖVP;Österreichische Volkspartei;2;317;3;314;44
LT2010;1413;KPÖ;Kommunistische Partei Österreichs;3;317;3;314;42
LT2010;1413;GRÜNE;Die Grünen - Die Grüne Alternative;4;317;3;314;19
LT2010;1413;FPÖ;Freiheitliche Partei Österreichs;5;317;3;314;51
LT2010;1413;BZÖ;Bündnis Zukunft Österreich;6;317;3;314;13
LT2010;1413;CPÖ;Christliche Partei Österreichs;8;317;3;314;4
LT2010;1414;SPÖ;Sozialdemokratische Partei Österreichs;1;304;1;303;119
LT2010;1414;ÖVP;Österreichische Volkspartei;2;304;1;303;52
LT2010;1414;KPÖ;Kommunistische Partei Österreichs;3;304;1;303;33
LT2010;1414;GRÜNE;Die Grünen - Die Grüne Alternative;4;304;1;303;22
LT2010;1414;FPÖ;Freiheitliche Partei Österreichs;5;304;1;303;60
LT2010;1414;BZÖ;Bündnis Zukunft Österreich;6;304;1;303;17
LT2010;1414;CPÖ;Christliche Partei Österreichs;8;304;1;303;0
LT2010;1415;SPÖ;Sozialdemokratische Partei Österreichs;1;400;8;392;134
LT2010;1415;ÖVP;Österreichische Volkspartei;2;400;8;392;133
LT2010;1415;KPÖ;Kommunistische Partei Österreichs;3;400;8;392;28
LT2010;1415;GRÜNE;Die Grünen - Die Grüne Alternative;4;400;8;392;30
LT2010;1415;FPÖ;Freiheitliche Partei Österreichs;5;400;8;392;52
LT2010;1415;BZÖ;Bündnis Zukunft Österreich;6;400;8;392;13
LT2010;1415;CPÖ;Christliche Partei Österreichs;8;400;8;392;2
LT2010;1416;SPÖ;Sozialdemokratische Partei Österreichs;1;332;0;332;95
LT2010;1416;ÖVP;Österreichische Volkspartei;2;332;0;332;86
LT2010;1416;KPÖ;Kommunistische Partei Österreichs;3;332;0;332;32
LT2010;1416;GRÜNE;Die Grünen - Die Grüne Alternative;4;332;0;332;33
LT2010;1416;FPÖ;Freiheitliche Partei Österreichs;5;332;0;332;69
LT2010;1416;BZÖ;Bündnis Zukunft Österreich;6;332;0;332;16
LT2010;1416;CPÖ;Christliche Partei Österreichs;8;332;0;332;1
LT2010;1417;SPÖ;Sozialdemokratische Partei Österreichs;1;318;6;312;114
LT2010;1417;ÖVP;Österreichische Volkspartei;2;318;6;312;91
LT2010;1417;KPÖ;Kommunistische Partei Österreichs;3;318;6;312;19
LT2010;1417;GRÜNE;Die Grünen - Die Grüne Alternative;4;318;6;312;39
LT2010;1417;FPÖ;Freiheitliche Partei Österreichs;5;318;6;312;38
LT2010;1417;BZÖ;Bündnis Zukunft Österreich;6;318;6;312;10
LT2010;1417;CPÖ;Christliche Partei Österreichs;8;318;6;312;1
LT2010;1418;SPÖ;Sozialdemokratische Partei Österreichs;1;370;5;365;88
LT2010;1418;ÖVP;Österreichische Volkspartei;2;370;5;365;121
LT2010;1418;KPÖ;Kommunistische Partei Österreichs;3;370;5;365;40
LT2010;1418;GRÜNE;Die Grünen - Die Grüne Alternative;4;370;5;365;66
LT2010;1418;FPÖ;Freiheitliche Partei Österreichs;5;370;5;365;39
LT2010;1418;BZÖ;Bündnis Zukunft Österreich;6;370;5;365;7
LT2010;1418;CPÖ;Christliche Partei Österreichs;8;370;5;365;4
LT2010;1419;SPÖ;Sozialdemokratische Partei Österreichs;1;446;2;444;139
LT2010;1419;ÖVP;Österreichische Volkspartei;2;446;2;444;113
LT2010;1419;KPÖ;Kommunistische Partei Österreichs;3;446;2;444;58
LT2010;1419;GRÜNE;Die Grünen - Die Grüne Alternative;4;446;2;444;57
LT2010;1419;FPÖ;Freiheitliche Partei Österreichs;5;446;2;444;57
LT2010;1419;BZÖ;Bündnis Zukunft Österreich;6;446;2;444;16
LT2010;1419;CPÖ;Christliche Partei Österreichs;8;446;2;444;4
LT2010;1501;SPÖ;Sozialdemokratische Partei Österreichs;1;323;1;322;99
LT2010;1501;ÖVP;Österreichische Volkspartei;2;323;1;322;99
LT2010;1501;KPÖ;Kommunistische Partei Österreichs;3;323;1;322;32
LT2010;1501;GRÜNE;Die Grünen - Die Grüne Alternative;4;323;1;322;20
LT2010;1501;FPÖ;Freiheitliche Partei Österreichs;5;323;1;322;55
LT2010;1501;BZÖ;Bündnis Zukunft Österreich;6;323;1;322;13
LT2010;1501;CPÖ;Christliche Partei Österreichs;8;323;1;322;4
LT2010;1502;SPÖ;Sozialdemokratische Partei Österreichs;1;427;8;419;157
LT2010;1502;ÖVP;Österreichische Volkspartei;2;427;8;419;122
LT2010;1502;KPÖ;Kommunistische Partei Österreichs;3;427;8;419;31
LT2010;1502;GRÜNE;Die Grünen - Die Grüne Alternative;4;427;8;419;20
LT2010;1502;FPÖ;Freiheitliche Partei Österreichs;5;427;8;419;65
LT2010;1502;BZÖ;Bündnis Zukunft Österreich;6;427;8;419;19
LT2010;1502;CPÖ;Christliche Partei Österreichs;8;427;8;419;5
LT2010;1503;SPÖ;Sozialdemokratische Partei Österreichs;1;395;3;392;211
LT2010;1503;ÖVP;Österreichische Volkspartei;2;395;3;392;52
LT2010;1503;KPÖ;Kommunistische Partei Österreichs;3;395;3;392;37
LT2010;1503;GRÜNE;Die Grünen - Die Grüne Alternative;4;395;3;392;20
LT2010;1503;FPÖ;Freiheitliche Partei Österreichs;5;395;3;392;54
LT2010;1503;BZÖ;Bündnis Zukunft Österreich;6;395;3;392;15
LT2010;1503;CPÖ;Christliche Partei Österreichs;8;395;3;392;3
LT2010;1504;SPÖ;Sozialdemokratische Partei Österreichs;1;290;3;287;106
LT2010;1504;ÖVP;Österreichische Volkspartei;2;290;3;287;61
LT2010;1504;KPÖ;Kommunistische Partei Österreichs;3;290;3;287;38
LT2010;1504;GRÜNE;Die Grünen - Die Grüne Alternative;4;290;3;287;9
LT2010;1504;FPÖ;Freiheitliche Partei Österreichs;5;290;3;287;62
LT2010;1504;BZÖ;Bündnis Zukunft Österreich;6;290;3;287;9
LT2010;1504;CPÖ;Christliche Partei Österreichs;8;290;3;287;2
LT2010;1505;SPÖ;Sozialdemokratische Partei Österreichs;1;460;8;452;162
LT2010;1505;ÖVP;Österreichische Volkspartei;2;460;8;452;97
LT2010;1505;KPÖ;Kommunistische Partei Österreichs;3;460;8;452;30
LT2010;1505;GRÜNE;Die Grünen - Die Grüne Alternative;4;460;8;452;56
LT2010;1505;FPÖ;Freiheitliche Partei Österreichs;5;460;8;452;80
LT2010;1505;BZÖ;Bündnis Zukunft Österreich;6;460;8;452;21
LT2010;1505;CPÖ;Christliche Partei Österreichs;8;460;8;452;6
LT2010;1506;SPÖ;Sozialdemokratische Partei Österreichs;1;326;0;326;138
LT2010;1506;ÖVP;Österreichische Volkspartei;2;326;0;326;60
LT2010;1506;KPÖ;Kommunistische Partei Österreichs;3;326;0;326;31
LT2010;1506;GRÜNE;Die Grünen - Die Grüne Alternative;4;326;0;326;23
LT2010;1506;FPÖ;Freiheitliche Partei Österreichs;5;326;0;326;60
LT2010;1506;BZÖ;Bündnis Zukunft Österreich;6;326;0;326;12
LT2010;1506;CPÖ;Christliche Partei Österreichs;8;326;0;326;2
LT2010;1507;SPÖ;Sozialdemokratische Partei Österreichs;1;378;3;375;135
LT2010;1507;ÖVP;Österreichische Volkspartei;2;378;3;375;96
LT2010;1507;KPÖ;Kommunistische Partei Österreichs;3;378;3;375;43
LT2010;1507;GRÜNE;Die Grünen - Die Grüne Alternative;4;378;3;375;27
LT2010;1507;FPÖ;Freiheitliche Partei Österreichs;5;378;3;375;50
LT2010;1507;BZÖ;Bündnis Zukunft Österreich;6;378;3;375;19
LT2010;1507;CPÖ;Christliche Partei Österreichs;8;378;3;375;5
LT2010;1508;SPÖ;Sozialdemokratische Partei Österreichs;1;334;3;331;162
LT2010;1508;ÖVP;Österreichische Volkspartei;2;334;3;331;41
LT2010;1508;KPÖ;Kommunistische Partei Österreichs;3;334;3;331;56
LT2010;1508;GRÜNE;Die Grünen - Die Grüne Alternative;4;334;3;331;6
LT2010;1508;FPÖ;Freiheitliche Partei Österreichs;5;334;3;331;48
LT2010;1508;BZÖ;Bündnis Zukunft Österreich;6;334;3;331;16
LT2010;1508;CPÖ;Christliche Partei Österreichs;8;334;3;331;2
LT2010;1509;SPÖ;Sozialdemokratische Partei Österreichs;1;306;2;304;117
LT2010;1509;ÖVP;Österreichische Volkspartei;2;306;2;304;68
LT2010;1509;KPÖ;Kommunistische Partei Österreichs;3;306;2;304;39
LT2010;1509;GRÜNE;Die Grünen - Die Grüne Alternative;4;306;2;304;9
LT2010;1509;FPÖ;Freiheitliche Partei Österreichs;5;306;2;304;50
LT2010;1509;BZÖ;Bündnis Zukunft Österreich;6;306;2;304;20
LT2010;1509;CPÖ;Christliche Partei Österreichs;8;306;2;304;1
LT2010;1510;SPÖ;Sozialdemokratische Partei Österreichs;1;322;2;320;181
LT2010;1510;ÖVP;Österreichische Volkspartei;2;322;2;320;38
LT2010;1510;KPÖ;Kommunistische Partei Österreichs;3;322;2;320;26
LT2010;1510;GRÜNE;Die Grünen - Die Grüne Alternative;4;322;2;320;11
LT2010;1510;FPÖ;Freiheitliche Partei Österreichs;5;322;2;320;46
LT2010;1510;BZÖ;Bündnis Zukunft Österreich;6;322;2;320;18
LT2010;1510;CPÖ;Christliche Partei Österreichs;8;322;2;320;0
LT2010;1511;SPÖ;Sozialdemokratische Partei Österreichs;1;329;3;326;125
LT2010;1511;ÖVP;Österreichische Volkspartei;2;329;3;326;84
LT2010;1511;KPÖ;Kommunistische Partei Österreichs;3;329;3;326;21
LT2010;1511;GRÜNE;Die Grünen - Die Grüne Alternative;4;329;3;326;18
LT2010;1511;FPÖ;Freiheitliche Partei Österreichs;5;329;3;326;56
LT2010;1511;BZÖ;Bündnis Zukunft Österreich;6;329;3;326;19
LT2010;1511;CPÖ;Christliche Partei Österreichs;8;329;3;326;3
LT2010;1512;SPÖ;Sozialdemokratische Partei Österreichs;1;462;4;458;145
LT2010;1512;ÖVP;Österreichische Volkspartei;2;462;4;458;145
LT2010;1512;KPÖ;Kommunistische Partei Österreichs;3;462;4;458;45
LT2010;1512;GRÜNE;Die Grünen - Die Grüne Alternative;4;462;4;458;45
LT2010;1512;FPÖ;Freiheitliche Partei Österreichs;5;462;4;458;59
LT2010;1512;BZÖ;Bündnis Zukunft Österreich;6;462;4;458;17
LT2010;1512;CPÖ;Christliche Partei Österreichs;8;462;4;458;2
LT2010;1513;SPÖ;Sozialdemokratische Partei Österreichs;1;404;5;399;174
LT2010;1513;ÖVP;Österreichische Volkspartei;2;404;5;399;100
LT2010;1513;KPÖ;Kommunistische Partei Österreichs;3;404;5;399;33
LT2010;1513;GRÜNE;Die Grünen - Die Grüne Alternative;4;404;5;399;22
LT2010;1513;FPÖ;Freiheitliche Partei Österreichs;5;404;5;399;50
LT2010;1513;BZÖ;Bündnis Zukunft Österreich;6;404;5;399;18
LT2010;1513;CPÖ;Christliche Partei Österreichs;8;404;5;399;2
LT2010;1514;SPÖ;Sozialdemokratische Partei Österreichs;1;371;3;368;134
LT2010;1514;ÖVP;Österreichische Volkspartei;2;371;3;368;94
LT2010;1514;KPÖ;Kommunistische Partei Österreichs;3;371;3;368;30
LT2010;1514;GRÜNE;Die Grünen - Die Grüne Alternative;4;371;3;368;36
LT2010;1514;FPÖ;Freiheitliche Partei Österreichs;5;371;3;368;54
LT2010;1514;BZÖ;Bündnis Zukunft Österreich;6;371;3;368;19
LT2010;1514;CPÖ;Christliche Partei Österreichs;8;371;3;368;1
LT2010;1515;SPÖ;Sozialdemokratische Partei Österreichs;1;376;7;369;116
LT2010;1515;ÖVP;Österreichische Volkspartei;2;376;7;369;100
LT2010;1515;KPÖ;Kommunistische Partei Österreichs;3;376;7;369;23
LT2010;1515;GRÜNE;Die Grünen - Die Grüne Alternative;4;376;7;369;42
LT2010;1515;FPÖ;Freiheitliche Partei Österreichs;5;376;7;369;65
LT2010;1515;BZÖ;Bündnis Zukunft Österreich;6;376;7;369;20
LT2010;1515;CPÖ;Christliche Partei Österreichs;8;376;7;369;3
LT2010;1601;SPÖ;Sozialdemokratische Partei Österreichs;1;407;3;404;144
LT2010;1601;ÖVP;Österreichische Volkspartei;2;407;3;404;110
LT2010;1601;KPÖ;Kommunistische Partei Österreichs;3;407;3;404;25
LT2010;1601;GRÜNE;Die Grünen - Die Grüne Alternative;4;407;3;404;36
LT2010;1601;FPÖ;Freiheitliche Partei Österreichs;5;407;3;404;71
LT2010;1601;BZÖ;Bündnis Zukunft Österreich;6;407;3;404;14
LT2010;1601;CPÖ;Christliche Partei Österreichs;8;407;3;404;4
LT2010;1602;SPÖ;Sozialdemokratische Partei Österreichs;1;348;4;344;113
LT2010;1602;ÖVP;Österreichische Volkspartei;2;348;4;344;98
LT2010;1602;KPÖ;Kommunistische Partei Österreichs;3;348;4;344;34
LT2010;1602;GRÜNE;Die Grünen - Die Grüne Alternative;4;348;4;344;35
LT2010;1602;FPÖ;Freiheitliche Partei Österreichs;5;348;4;344;43
LT2010;1602;BZÖ;Bündnis Zukunft Österreich;6;348;4;344;15
LT2010;1602;CPÖ;Christliche Partei Österreichs;8;348;4;344;6
LT2010;1603;SPÖ;Sozialdemokratische Partei Österreichs;1;377;5;372;135
LT2010;1603;ÖVP;Österreichische Volkspartei;2;377;5;372;87
LT2010;1603;KPÖ;Kommunistische Partei Österreichs;3;377;5;372;47
LT2010;1603;GRÜNE;Die Grünen - Die Grüne Alternative;4;377;5;372;18
LT2010;1603;FPÖ;Freiheitliche Partei Österreichs;5;377;5;372;67
LT2010;1603;BZÖ;Bündnis Zukunft Österreich;6;377;5;372;13
LT2010;1603;CPÖ;Christliche Partei Österreichs;8;377;5;372;5
LT2010;1604;SPÖ;Sozialdemokratische Partei Österreichs;1;349;4;345;144
LT2010;1604;ÖVP;Österreichische Volkspartei;2;349;4;345;90
LT2010;1604;KPÖ;Kommunistische Partei Österreichs;3;349;4;345;28
LT2010;1604;GRÜNE;Die Grünen - Die Grüne Alternative;4;349;4;345;10
LT2010;1604;FPÖ;Freiheitliche Partei Österreichs;5;349;4;345;54
LT2010;1604;BZÖ;Bündnis Zukunft Österreich;6;349;4;345;18
LT2010;1604;CPÖ;Christliche Partei Österreichs;8;349;4;345;1
LT2010;1605;SPÖ;Sozialdemokratische Partei Österreichs;1;396;6;390;156
LT2010;1605;ÖVP;Österreichische Volkspartei;2;396;6;390;108
LT2010;1605;KPÖ;Kommunistische Partei Österreichs;3;396;6;390;28
LT2010;1605;GRÜNE;Die Grünen - Die Grüne Alternative;4;396;6;390;22
LT2010;1605;FPÖ;Freiheitliche Partei Österreichs;5;396;6;390;59
LT2010;1605;BZÖ;Bündnis Zukunft Österreich;6;396;6;390;14
LT2010;1605;CPÖ;Christliche Partei Österreichs;8;396;6;390;3
LT2010;1606;SPÖ;Sozialdemokratische Partei Österreichs;1;370;10;360;120
LT2010;1606;ÖVP;Österreichische Volkspartei;2;370;10;360;106
LT2010;1606;KPÖ;Kommunistische Partei Österreichs;3;370;10;360;22
LT2010;1606;GRÜNE;Die Grünen - Die Grüne Alternative;4;370;10;360;24
LT2010;1606;FPÖ;Freiheitliche Partei Österreichs;5;370;10;360;64
LT2010;1606;BZÖ;Bündnis Zukunft Österreich;6;370;10;360;15
LT2010;1606;CPÖ;Christliche Partei Österreichs;8;370;10;360;9
LT2010;1607;SPÖ;Sozialdemokratische Partei Österreichs;1;332;4;328;162
LT2010;1607;ÖVP;Österreichische Volkspartei;2;332;4;328;59
LT2010;1607;KPÖ;Kommunistische Partei Österreichs;3;332;4;328;21
LT2010;1607;GRÜNE;Die Grünen - Die Grüne Alternative;4;332;4;328;6
LT2010;1607;FPÖ;Freiheitliche Partei Österreichs;5;332;4;328;61
LT2010;1607;BZÖ;Bündnis Zukunft Österreich;6;332;4;328;14
LT2010;1607;CPÖ;Christliche Partei Österreichs;8;332;4;328;5
LT2010;1608;SPÖ;Sozialdemokratische Partei Österreichs;1;337;2;335;109
LT2010;1608;ÖVP;Österreichische Volkspartei;2;337;2;335;108
LT2010;1608;KPÖ;Kommunistische Partei Österreichs;3;337;2;335;24
LT2010;1608;GRÜNE;Die Grünen - Die Grüne Alternative;4;337;2;335;24
LT2010;1608;FPÖ;Freiheitliche Partei Österreichs;5;337;2;335;54
LT2010;1608;BZÖ;Bündnis Zukunft Österreich;6;337;2;335;14
LT2010;1608;CPÖ;Christliche Partei Österreichs;8;337;2;335;2
LT2010;1609;SPÖ;Sozialdemokratische Partei Österreichs;1;507;6;501;177
LT2010;1609;ÖVP;Österreichische Volkspartei;2;507;6;501;125
LT2010;1609;KPÖ;Kommunistische Partei Österreichs;3;507;6;501;46
LT2010;1609;GRÜNE;Die Grünen - Die Grüne Alternative;4;507;6;501;42
LT2010;1609;FPÖ;Freiheitliche Partei Österreichs;5;507;6;501;72
LT2010;1609;BZÖ;Bündnis Zukunft Österreich;6;507;6;501;34
LT2010;1609;CPÖ;Christliche Partei Österreichs;8;507;6;501;5
LT2010;1610;SPÖ;Sozialdemokratische Partei Österreichs;1;471;7;464;179
LT2010;1610;ÖVP;Österreichische Volkspartei;2;471;7;464;121
LT2010;1610;KPÖ;Kommunistische Partei Österreichs;3;471;7;464;25
LT2010;1610;GRÜNE;Die Grünen - Die Grüne Alternative;4;471;7;464;29
LT2010;1610;FPÖ;Freiheitliche Partei Österreichs;5;471;7;464;79
LT2010;1610;BZÖ;Bündnis Zukunft Österreich;6;471;7;464;23
LT2010;1610;CPÖ;Christliche Partei Österreichs;8;471;7;464;8
LT2010;1611;SPÖ;Sozialdemokratische Partei Österreichs;1;443;6;437;157
LT2010;1611;ÖVP;Österreichische Volkspartei;2;443;6;437;120
LT2010;1611;KPÖ;Kommunistische Partei Österreichs;3;443;6;437;33
LT2010;1611;GRÜNE;Die Grünen - Die Grüne Alternative;4;443;6;437;21
LT2010;1611;FPÖ;Freiheitliche Partei Österreichs;5;443;6;437;86
LT2010;1611;BZÖ;Bündnis Zukunft Österreich;6;443;6;437;17
LT2010;1611;CPÖ;Christliche Partei Österreichs;8;443;6;437;3
LT2010;1612;SPÖ;Sozialdemokratische Partei Österreichs;1;345;4;341;129
LT2010;1612;ÖVP;Österreichische Volkspartei;2;345;4;341;79
LT2010;1612;KPÖ;Kommunistische Partei Österreichs;3;345;4;341;31
LT2010;1612;GRÜNE;Die Grünen - Die Grüne Alternative;4;345;4;341;32
LT2010;1612;FPÖ;Freiheitliche Partei Österreichs;5;345;4;341;53
LT2010;1612;BZÖ;Bündnis Zukunft Österreich;6;345;4;341;12
LT2010;1612;CPÖ;Christliche Partei Österreichs;8;345;4;341;5
LT2010;1613;SPÖ;Sozialdemokratische Partei Österreichs;1;365;4;361;176
LT2010;1613;ÖVP;Österreichische Volkspartei;2;365;4;361;80
LT2010;1613;KPÖ;Kommunistische Partei Österreichs;3;365;4;361;20
LT2010;1613;GRÜNE;Die Grünen - Die Grüne Alternative;4;365;4;361;18
LT2010;1613;FPÖ;Freiheitliche Partei Österreichs;5;365;4;361;54
LT2010;1613;BZÖ;Bündnis Zukunft Österreich;6;365;4;361;11
LT2010;1613;CPÖ;Christliche Partei Österreichs;8;365;4;361;2
LT2010;1614;SPÖ;Sozialdemokratische Partei Österreichs;1;527;10;517;163
LT2010;1614;ÖVP;Österreichische Volkspartei;2;527;10;517;163
LT2010;1614;KPÖ;Kommunistische Partei Österreichs;3;527;10;517;26
LT2010;1614;GRÜNE;Die Grünen - Die Grüne Alternative;4;527;10;517;54
LT2010;1614;FPÖ;Freiheitliche Partei Österreichs;5;527;10;517;76
LT2010;1614;BZÖ;Bündnis Zukunft Österreich;6;527;10;517;26
LT2010;1614;CPÖ;Christliche Partei Österreichs;8;527;10;517;9
LT2010;1701;SPÖ;Sozialdemokratische Partei Österreichs;1;397;2;395;127
LT2010;1701;ÖVP;Österreichische Volkspartei;2;397;2;395;93
LT2010;1701;KPÖ;Kommunistische Partei Österreichs;3;397;2;395;39
LT2010;1701;GRÜNE;Die Grünen - Die Grüne Alternative;4;397;2;395;34
LT2010;1701;FPÖ;Freiheitliche Partei Österreichs;5;397;2;395;71
LT2010;1701;BZÖ;Bündnis Zukunft Österreich;6;397;2;395;23
LT2010;1701;CPÖ;Christliche Partei Österreichs;8;397;2;395;8
LT2010;1702;SPÖ;Sozialdemokratische Partei Österreichs;1;352;2;350;122
LT2010;1702;ÖVP;Österreichische Volkspartei;2;352;2;350;79
LT2010;1702;KPÖ;Kommunistische Partei Österreichs;3;352;2;350;24
LT2010;1702;GRÜNE;Die Grünen - Die Grüne Alternative;4;352;2;350;30
LT2010;1702;FPÖ;Freiheitliche Partei Österreichs;5;352;2;350;71
LT2010;1702;BZÖ;Bündnis Zukunft Österreich;6;352;2;350;22
LT2010;1702;CPÖ;Christliche Partei Österreichs;8;352;2;350;2
LT2010;1703;SPÖ;Sozialdemokratische Partei Österreichs;1;340;4;336;129
LT2010;1703;ÖVP;Österreichische Volkspartei;2;340;4;336;75
LT2010;1703;KPÖ;Kommunistische Partei Österreichs;3;340;4;336;20
LT2010;1703;GRÜNE;Die Grünen - Die Grüne Alternative;4;340;4;336;14
LT2010;1703;FPÖ;Freiheitliche Partei Österreichs;5;340;4;336;77
LT2010;1703;BZÖ;Bündnis Zukunft Österreich;6;340;4;336;18
LT2010;1703;CPÖ;Christliche Partei Österreichs;8;340;4;336;3
LT2010;1704;SPÖ;Sozialdemokratische Partei Österreichs;1;414;6;408;131
LT2010;1704;ÖVP;Österreichische Volkspartei;2;414;6;408;95
LT2010;1704;KPÖ;Kommunistische Partei Österreichs;3;414;6;408;30
LT2010;1704;GRÜNE;Die Grünen - Die Grüne Alternative;4;414;6;408;33
LT2010;1704;FPÖ;Freiheitliche Partei Österreichs;5;414;6;408;86
LT2010;1704;BZÖ;Bündnis Zukunft Österreich;6;414;6;408;28
LT2010;1704;CPÖ;Christliche Partei Österreichs;8;414;6;408;5
LT2010;1705;SPÖ;Sozialdemokratische Partei Österreichs;1;331;6;325;122
LT2010;1705;ÖVP;Österreichische Volkspartei;2;331;6;325;84
LT2010;1705;KPÖ;Kommunistische Partei Österreichs;3;331;6;325;19
LT2010;1705;GRÜNE;Die Grünen - Die Grüne Alternative;4;331;6;325;26
LT2010;1705;FPÖ;Freiheitliche Partei Österreichs;5;331;6;325;48
LT2010;1705;BZÖ;Bündnis Zukunft Österreich;6;331;6;325;18
LT2010;1705;CPÖ;Christliche Partei Österreichs;8;331;6;325;8
LT2010;1706;SPÖ;Sozialdemokratische Partei Österreichs;1;361;4;357;112
LT2010;1706;ÖVP;Österreichische Volkspartei;2;361;4;357;93
LT2010;1706;KPÖ;Kommunistische Partei Österreichs;3;361;4;357;36
LT2010;1706;GRÜNE;Die Grünen - Die Grüne Alternative;4;361;4;357;26
LT2010;1706;FPÖ;Freiheitliche Partei Österreichs;5;361;4;357;63
LT2010;1706;BZÖ;Bündnis Zukunft Österreich;6;361;4;357;27
LT2010;1706;CPÖ;Christliche Partei Österreichs;8;361;4;357;0
LT2010;1707;SPÖ;Sozialdemokratische Partei Österreichs;1;395;4;391;148
LT2010;1707;ÖVP;Österreichische Volkspartei;2;395;4;391;88
LT2010;1707;KPÖ;Kommunistische Partei Österreichs;3;395;4;391;24
LT2010;1707;GRÜNE;Die Grünen - Die Grüne Alternative;4;395;4;391;33
LT2010;1707;FPÖ;Freiheitliche Partei Österreichs;5;395;4;391;72
LT2010;1707;BZÖ;Bündnis Zukunft Österreich;6;395;4;391;19
LT2010;1707;CPÖ;Christliche Partei Österreichs;8;395;4;391;7
LT2010;2798;SPÖ;Sozialdemokratische Partei Österreichs;1;11670;110;11560;3235
LT2010;2798;ÖVP;Österreichische Volkspartei;2;11670;110;11560;3990
LT2010;2798;KPÖ;Kommunistische Partei Österreichs;3;11670;110;11560;958
LT2010;2798;GRÜNE;Die Grünen - Die Grüne Alternative;4;11670;110;11560;1980
LT2010;2798;FPÖ;Freiheitliche Partei Österreichs;5;11670;110;11560;957
LT2010;2798;BZÖ;Bündnis Zukunft Österreich;6;11670;110;11560;341
LT2010;2798;CPÖ;Christliche Partei Österreichs;8;11670;110;11560;99
LT2010;2801;SPÖ;Sozialdemokratische Partei Österreichs;1;37;2;35;16
LT2010;2801;ÖVP;Österreichische Volkspartei;2;37;2;35;9
LT2010;2801;KPÖ;Kommunistische Partei Österreichs;3;37;2;35;1
LT2010;2801;GRÜNE;Die Grünen - Die Grüne Alternative;4;37;2;35;3
LT2010;2801;FPÖ;Freiheitliche Partei Österreichs;5;37;2;35;5
LT2010;2801;BZÖ;Bündnis Zukunft Österreich;6;37;2;35;1
LT2010;2801;CPÖ;Christliche Partei Österreichs;8;37;2;35;0
LT2010;2802;SPÖ;Sozialdemokratische Partei Österreichs;1;808;17;791;386
LT2010;2802;ÖVP;Österreichische Volkspartei;2;808;17;791;286
LT2010;2802;KPÖ;Kommunistische Partei Österreichs;3;808;17;791;24
LT2010;2802;GRÜNE;Die Grünen - Die Grüne Alternative;4;808;17;791;19
LT2010;2802;FPÖ;Freiheitliche Partei Österreichs;5;808;17;791;60
LT2010;2802;BZÖ;Bündnis Zukunft Österreich;6;808;17;791;10
LT2010;2802;CPÖ;Christliche Partei Österreichs;8;808;17;791;6
LT2010;2803;SPÖ;Sozialdemokratische Partei Österreichs;1;6774;69;6705;1882
LT2010;2803;ÖVP;Österreichische Volkspartei;2;6774;69;6705;2348
LT2010;2803;KPÖ;Kommunistische Partei Österreichs;3;6774;69;6705;593
LT2010;2803;GRÜNE;Die Grünen - Die Grüne Alternative;4;6774;69;6705;1046
LT2010;2803;FPÖ;Freiheitliche Partei Österreichs;5;6774;69;6705;582
LT2010;2803;BZÖ;Bündnis Zukunft Österreich;6;6774;69;6705;200
LT2010;2803;CPÖ;Christliche Partei Österreichs;8;6774;69;6705;54
