wkurz;beznr;bezname;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;sprengelanzahl
NR2006;0800;St.Peter;FPÖ;Freiheitliche Partei Österreichs;3;7516;100;7416;713;15
NR2006;0800;St.Peter;GRÜNE;Die Grünen - Die Grüne Alternative;4;7516;100;7416;1684;15
NR2006;0800;St.Peter;BZÖ;BZÖ-Mag. Ewald Stadler;5;7516;100;7416;209;15
NR2006;0800;St.Peter;KPÖ;Kommunistische Partei Österreichs;6;7516;100;7416;160;15
NR2006;0800;St.Peter;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;7516;100;7416;102;15
NR2006;0900;Waltendorf;ÖVP;Österreichische Volkspartei;1;6282;67;6215;2662;13
NR2006;0900;Waltendorf;SPÖ;Sozialdemokratische Partei Österreichs;2;6282;67;6215;1265;13
NR2006;0900;Waltendorf;FPÖ;Freiheitliche Partei Österreichs;3;6282;67;6215;630;13
NR2006;0900;Waltendorf;GRÜNE;Die Grünen - Die Grüne Alternative;4;6282;67;6215;1237;13
NR2006;0900;Waltendorf;BZÖ;BZÖ-Mag. Ewald Stadler;5;6282;67;6215;177;13
NR2006;0900;Waltendorf;KPÖ;Kommunistische Partei Österreichs;6;6282;67;6215;136;13
NR2006;0900;Waltendorf;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;6282;67;6215;108;13
NR2006;1000;Ries;ÖVP;Österreichische Volkspartei;1;3039;29;3010;1228;7
NR2006;1000;Ries;SPÖ;Sozialdemokratische Partei Österreichs;2;3039;29;3010;685;7
NR2006;1000;Ries;FPÖ;Freiheitliche Partei Österreichs;3;3039;29;3010;307;7
NR2006;1000;Ries;GRÜNE;Die Grünen - Die Grüne Alternative;4;3039;29;3010;534;7
NR2006;1000;Ries;BZÖ;BZÖ-Mag. Ewald Stadler;5;3039;29;3010;120;7
NR2006;1000;Ries;KPÖ;Kommunistische Partei Österreichs;6;3039;29;3010;80;7
NR2006;1000;Ries;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;3039;29;3010;56;7
NR2006;1100;Mariatrost;ÖVP;Österreichische Volkspartei;1;4452;54;4398;2042;9
NR2006;1100;Mariatrost;SPÖ;Sozialdemokratische Partei Österreichs;2;4452;54;4398;752;9
NR2006;1100;Mariatrost;FPÖ;Freiheitliche Partei Österreichs;3;4452;54;4398;401;9
NR2006;1100;Mariatrost;GRÜNE;Die Grünen - Die Grüne Alternative;4;4452;54;4398;936;9
NR2006;1100;Mariatrost;BZÖ;BZÖ-Mag. Ewald Stadler;5;4452;54;4398;118;9
NR2006;1100;Mariatrost;KPÖ;Kommunistische Partei Österreichs;6;4452;54;4398;89;9
NR2006;1100;Mariatrost;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;4452;54;4398;60;9
NR2006;1200;Andritz;ÖVP;Österreichische Volkspartei;1;9690;108;9582;3366;19
NR2006;1200;Andritz;SPÖ;Sozialdemokratische Partei Österreichs;2;9690;108;9582;2774;19
NR2006;1200;Andritz;FPÖ;Freiheitliche Partei Österreichs;3;9690;108;9582;993;19
NR2006;1200;Andritz;GRÜNE;Die Grünen - Die Grüne Alternative;4;9690;108;9582;1732;19
NR2006;1200;Andritz;BZÖ;BZÖ-Mag. Ewald Stadler;5;9690;108;9582;277;19
NR2006;1200;Andritz;KPÖ;Kommunistische Partei Österreichs;6;9690;108;9582;252;19
NR2006;1200;Andritz;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;9690;108;9582;188;19
NR2006;1300;Gösting;ÖVP;Österreichische Volkspartei;1;4854;49;4805;1352;12
NR2006;1300;Gösting;SPÖ;Sozialdemokratische Partei Österreichs;2;4854;49;4805;1727;12
NR2006;1300;Gösting;FPÖ;Freiheitliche Partei Österreichs;3;4854;49;4805;656;12
NR2006;1300;Gösting;GRÜNE;Die Grünen - Die Grüne Alternative;4;4854;49;4805;536;12
NR2006;1300;Gösting;BZÖ;BZÖ-Mag. Ewald Stadler;5;4854;49;4805;222;12
NR2006;1300;Gösting;KPÖ;Kommunistische Partei Österreichs;6;4854;49;4805;216;12
NR2006;1300;Gösting;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;4854;49;4805;96;12
NR2006;1400;Eggenberg;ÖVP;Österreichische Volkspartei;1;8430;82;8348;2286;19
NR2006;1400;Eggenberg;SPÖ;Sozialdemokratische Partei Österreichs;2;8430;82;8348;2954;19
NR2006;1400;Eggenberg;FPÖ;Freiheitliche Partei Österreichs;3;8430;82;8348;1152;19
NR2006;1400;Eggenberg;GRÜNE;Die Grünen - Die Grüne Alternative;4;8430;82;8348;1203;19
NR2006;1400;Eggenberg;BZÖ;BZÖ-Mag. Ewald Stadler;5;8430;82;8348;319;19
NR2006;1400;Eggenberg;KPÖ;Kommunistische Partei Österreichs;6;8430;82;8348;277;19
NR2006;1400;Eggenberg;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;8430;82;8348;157;19
